Year,Annee,ISO,Jurisdiction,Juridiction,Species-group,Groupe-d'especes,Tenure-En,Tenure-Fr,Area,Superficie
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,1,1
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Provincial land,Terres provinciales,1390,1390
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Private land,Terres privees,45,45
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Private land,Terres privees,3792,3792
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Provincial land,Terres provinciales,0,0
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Provincial land,Terres provinciales,1684,1684
2019,2019,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Provincial land,Terres provinciales,0,0
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,26152.25705,26152.25705
2019,2019,ON,Ontario,Ontario,Spruce,epinette,Provincial land,Terres provinciales,21143.49601,21143.49601
2019,2019,ON,Ontario,Ontario,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Private land,Terres privees,267,267
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Provincial land,Terres provinciales,0,0
2019,2019,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Provincial land,Terres provinciales,55,55
2019,2019,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Pine,Pin,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,QC,Quebec,Quebec,Fir,Sapin,Provincial land,Terres provinciales,244,244
2019,2019,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,497,497
2019,2019,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,1382,1382
2019,2019,QC,Quebec,Quebec,Pine,Pin,Provincial land,Terres provinciales,11631,11631
2019,2019,QC,Quebec,Quebec,Spruce,epinette,Provincial land,Terres provinciales,54289,54289
2019,2019,QC,Quebec,Quebec,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,91,91
2019,2019,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Provincial land,Terres provinciales,5423,5423
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Fir,Sapin,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Pine,Pin,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Spruce,epinette,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Unspecified,Indeterminee,Private land,Terres privees,0,0
2019,2019,YT,Yukon,Yukon,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Spruce,epinette,Provincial land,Terres provinciales,0,0
2019,2019,YT,Yukon,Yukon,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,AB,Alberta,Alberta,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,35400,35400
2020,2020,AB,Alberta,Alberta,Spruce,epinette,Provincial land,Terres provinciales,44498,44498
2020,2020,AB,Alberta,Alberta,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Private land,Terres privees,52,52
2020,2020,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privees,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Private land,Terres privees,1,1
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,33490,33490
2020,2020,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,1081,1081
2020,2020,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,90,90
2020,2020,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,15862,15862
2020,2020,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,91034,91034
2020,2020,BC,British Columbia,Colombie-Britannique,Spruce,epinette,Provincial land,Terres provinciales,62370,62370
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,MB,Manitoba,Manitoba,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,638,638
2020,2020,MB,Manitoba,Manitoba,Spruce,epinette,Provincial land,Terres provinciales,2774,2774
2020,2020,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privees,41,41
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Private land,Terres privees,1287,1287
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,365,365
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Spruce,epinette,Provincial land,Terres provinciales,10691,10691
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,4,4
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,epinette,Provincial land,Terres provinciales,3429,3429
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Private land,Terres privees,3,3
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Private land,Terres privees,3530,3530
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Pine,Pin,Provincial land,Terres provinciales,0,0
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Spruce,epinette,Provincial land,Terres provinciales,1853,1853
2020,2020,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,epinette,Provincial land,Terres provinciales,0,0
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,7,7
2020,2020,ON,Ontario,Ontario,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,17887,17887
2020,2020,ON,Ontario,Ontario,Spruce,epinette,Provincial land,Terres provinciales,25247,25247
2020,2020,ON,Ontario,Ontario,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Private land,Terres privees,253,253
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Fir,Sapin,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Pine,Pin,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce,epinette,Provincial land,Terres provinciales,0,0
2020,2020,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Provincial land,Terres provinciales,116,116
2020,2020,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Pine,Pin,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Spruce,epinette,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Unspecified,Indeterminee,Private land,Terres privees,0,0
2020,2020,QC,Quebec,Quebec,Douglas-fir,Douglas taxifolie,Provincial land,Terres provinciales,0,0
2020,2020,QC,Quebec,Quebec,Fir,Sapin,Provincial land,Terres provinciales,436,436
2020,2020,QC,Quebec,Quebec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,504,504
2020,2020,QC,Quebec,Quebec,Miscellaneous softwoods,Resineux divers,Provincial land,Terres provinciales,1059,1059
2020,2020,QC,Quebec,Quebec,Pine,Pin,Provincial land,Terres provinciales,9786,9786
2020,2020,QC,Quebec,Quebec,Spruce,epinette,Provincial land,Terres provinciales,58175,58175
2020,2020,QC,Quebec,Quebec,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolie,Private land,Terres privees,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privees,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privees,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Resineux divers,Private land,Terres privees,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privees,0,0
2020,2020,SK,Saskatchewan,Saskatchewan,Spruce,epinette,Private land,Terres privees,0,0
