Year,Annee,ISO,Jurisdiction,Juridiction,Tenure-En,Tenure-Fr,Application-Method,Methode-d'application,Area,Superficie
2016,2016,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,1016,1016
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,3721,3721
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2016,2016,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,12545.77548,12545.77548
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2016,2016,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2016,2016,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2016,2016,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2016,2016,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2016,2016,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2016,2016,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2016,2016,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2016,2016,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2016,2016,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2016,2016,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,111,111
2017,2017,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2017,2017,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,236,236
2017,2017,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,234.6,234.6
2017,2017,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,3600.8,3600.8
2017,2017,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2017,2017,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,3439,3439
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2017,2017,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,9941.491748,9941.491748
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2017,2017,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2017,2017,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2017,2017,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2017,2017,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2017,2017,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2017,2017,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2017,2017,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2017,2017,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2017,2017,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2017,2017,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,394,394
2018,2018,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2018,2018,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,203,203
2018,2018,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,231,231
2018,2018,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,200.6,200.6
2018,2018,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2018,2018,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2018,2018,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2018,2018,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2018,2018,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2018,2018,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2018,2018,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2018,2018,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2018,2018,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
