Year,ISO,Jurisdiction,Species group,Tenure (En),Volume (cubic metres) (En),Data qualifier
2004,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2004,NS,Nova Scotia,Softwoods,Provincial land,900000,a
2004,NS,Nova Scotia,Softwoods,Private land,5000000,a
2004,NS,Nova Scotia,Hardwoods,Provincial land,350000,a
2004,NS,Nova Scotia,Hardwoods,Private land,1400000,a
2004,NS,Nova Scotia,Unspecified,Provincial land,0,u
2004,NS,Nova Scotia,Unspecified,Private land,0,u
2004,NS,Nova Scotia,Hardwoods,Federal land,0,u
2004,NS,Nova Scotia,Softwoods,Federal land,0,u
2004,NS,Nova Scotia,Unspecified,Federal land,0,u
2004,NT,Northwest Territories,Softwoods,Provincial land,0,n
2004,NT,Northwest Territories,Softwoods,Private land,0,n
2004,NT,Northwest Territories,Hardwoods,Provincial land,0,n
2004,NT,Northwest Territories,Hardwoods,Private land,0,n
2004,NT,Northwest Territories,Unspecified,Provincial land,0,u
2004,NT,Northwest Territories,Unspecified,Private land,0,u
2004,NT,Northwest Territories,Hardwoods,Federal land,0,u
2004,NT,Northwest Territories,Softwoods,Federal land,0,u
2004,NT,Northwest Territories,Unspecified,Federal land,0,u
2004,NU,Nunavut,Hardwoods,Federal land,0,u
2004,NU,Nunavut,Softwoods,Federal land,0,u
2004,NU,Nunavut,Unspecified,Federal land,0,u
2004,ON,Ontario,Unspecified,Private land,0,u
2004,ON,Ontario,Hardwoods,Federal land,0,u
2004,ON,Ontario,Softwoods,Federal land,0,u
2004,ON,Ontario,Unspecified,Federal land,0,u
2004,ON,Ontario,Hardwoods,Private land,2604841,E
2004,ON,Ontario,Softwoods,Private land,1755708,E
2004,ON,Ontario,Softwoods,Provincial land,20468558,E
2004,ON,Ontario,Hardwoods,Provincial land,11018424,E
2004,PE,Prince Edward Island,Softwoods,Provincial land,30000,e
2004,PE,Prince Edward Island,Softwoods,Private land,270000,e
2004,PE,Prince Edward Island,Hardwoods,Provincial land,10000,e
2004,PE,Prince Edward Island,Hardwoods,Private land,150000,e
2004,PE,Prince Edward Island,Unspecified,Provincial land,0,u
2004,PE,Prince Edward Island,Unspecified,Private land,0,u
2004,PE,Prince Edward Island,Hardwoods,Federal land,0,u
2004,PE,Prince Edward Island,Softwoods,Federal land,0,u
2004,PE,Prince Edward Island,Unspecified,Federal land,0,u
2004,QC,Quebec,Softwoods,Provincial land,30456369,a
2004,QC,Quebec,Softwoods,Private land,5797350,a
2004,QC,Quebec,Hardwoods,Provincial land,11429455,a
2004,QC,Quebec,Hardwoods,Private land,6823000,a
2004,QC,Quebec,Unspecified,Provincial land,0,u
2004,QC,Quebec,Unspecified,Private land,0,u
2004,QC,Quebec,Hardwoods,Federal land,12160,a
2004,QC,Quebec,Softwoods,Federal land,5690,a
2004,QC,Quebec,Unspecified,Federal land,157121,a
2004,SK,Saskatchewan,Softwoods,Provincial land,4262184,r
2004,SK,Saskatchewan,Softwoods,Private land,80000,e
2004,SK,Saskatchewan,Hardwoods,Provincial land,3366913,r
2004,SK,Saskatchewan,Hardwoods,Private land,200000,e
2004,SK,Saskatchewan,Unspecified,Provincial land,0,r
2004,SK,Saskatchewan,Unspecified,Private land,0,e
2004,SK,Saskatchewan,Hardwoods,Federal land,0,u
2004,SK,Saskatchewan,Softwoods,Federal land,0,u
2004,SK,Saskatchewan,Unspecified,Federal land,0,u
2004,YT,Yukon,Softwoods,Provincial land,238500,a
2004,YT,Yukon,Softwoods,Private land,0,a
2004,YT,Yukon,Hardwoods,Provincial land,0,a
2004,YT,Yukon,Hardwoods,Private land,0,a
2004,YT,Yukon,Unspecified,Provincial land,0,u
2004,YT,Yukon,Unspecified,Private land,0,u
2004,YT,Yukon,Hardwoods,Federal land,0,u
2004,YT,Yukon,Softwoods,Federal land,0,u
2004,YT,Yukon,Unspecified,Federal land,0,u
2005,AB,Alberta,Hardwoods,Private land,2237740,E
2005,AB,Alberta,Softwoods,Private land,302047,E
2005,AB,Alberta,Softwoods,Provincial land,15051721,a
2005,AB,Alberta,Hardwoods,Provincial land,11172066,a
2005,AB,Alberta,Unspecified,Provincial land,0,u
2005,AB,Alberta,Hardwoods,Federal land,0,u
2005,AB,Alberta,Softwoods,Federal land,0,u
2005,AB,Alberta,Unspecified,Federal land,0,u
2005,BC,British Columbia,Hardwoods,Private land,719974,E
2005,BC,British Columbia,Softwoods,Private land,8027559,E
2005,BC,British Columbia,Softwoods,Private land regulated,1144405,a
2005,BC,British Columbia,Hardwoods,Private land regulated,4294,a
2005,BC,British Columbia,Unspecified,Private land regulated,0,u
2005,BC,British Columbia,Softwoods,Provincial land,80457232,a
2005,BC,British Columbia,Hardwoods,Provincial land,3218246,a
2005,BC,British Columbia,Unspecified,Provincial land,0,u
2005,BC,British Columbia,Hardwoods,Federal land,0,u
2005,BC,British Columbia,Softwoods,Federal land,0,u
2005,BC,British Columbia,Unspecified,Federal land,0,u
2005,GC,Canada,Hardwoods,Federal land,30674,a
2005,GC,Canada,Softwoods,Federal land,23814,a
2005,GC,Canada,Unspecified,Federal land,157121,a
2005,MB,Manitoba,Softwoods,Provincial land,5639060,e
2005,MB,Manitoba,Softwoods,Private land,56160,e
2005,MB,Manitoba,Hardwoods,Provincial land,3260580,e
2005,MB,Manitoba,Hardwoods,Private land,675490,e
2005,MB,Manitoba,Unspecified,Provincial land,0,u
2005,MB,Manitoba,Unspecified,Private land,0,u
2005,MB,Manitoba,Hardwoods,Federal land,0,u
2005,MB,Manitoba,Softwoods,Federal land,0,u
2005,MB,Manitoba,Unspecified,Federal land,0,u
2005,NB,New Brunswick,Softwoods,Provincial land,3494287,a
2005,NB,New Brunswick,Softwoods,Private land,3459976,a
2005,NB,New Brunswick,Hardwoods,Provincial land,1870540,a
2005,NB,New Brunswick,Hardwoods,Private land,2488064,a
2005,NB,New Brunswick,Unspecified,Provincial land,0,u
2005,NB,New Brunswick,Unspecified,Private land,0,u
2005,NB,New Brunswick,Hardwoods,Federal land,17000,a
2005,NB,New Brunswick,Softwoods,Federal land,18000,a
2005,NB,New Brunswick,Unspecified,Federal land,0,u
2005,NL,Newfoundland and Labrador,Softwoods,Provincial land,858400,p
2005,NL,Newfoundland and Labrador,Softwoods,Private land,1470700,p
2005,NL,Newfoundland and Labrador,Hardwoods,Provincial land,36290,p
2005,NL,Newfoundland and Labrador,Hardwoods,Private land,105250,p
2005,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
2005,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
2005,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
2005,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
2005,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2005,NS,Nova Scotia,Softwoods,Provincial land,900000,a
2005,NS,Nova Scotia,Softwoods,Private land,5000000,a
2005,NS,Nova Scotia,Hardwoods,Provincial land,350000,a
2005,NS,Nova Scotia,Hardwoods,Private land,1400000,a
2005,NS,Nova Scotia,Unspecified,Provincial land,0,u
2005,NS,Nova Scotia,Unspecified,Private land,0,u
2005,NS,Nova Scotia,Hardwoods,Federal land,0,u
2005,NS,Nova Scotia,Softwoods,Federal land,0,u
2005,NS,Nova Scotia,Unspecified,Federal land,0,u
2005,NT,Northwest Territories,Softwoods,Provincial land,0,n
2005,NT,Northwest Territories,Softwoods,Private land,0,n
2005,NT,Northwest Territories,Hardwoods,Provincial land,0,n
2005,NT,Northwest Territories,Hardwoods,Private land,0,n
2005,NT,Northwest Territories,Unspecified,Provincial land,0,u
2005,NT,Northwest Territories,Unspecified,Private land,0,u
2005,NT,Northwest Territories,Hardwoods,Federal land,0,u
2005,NT,Northwest Territories,Softwoods,Federal land,0,u
2005,NT,Northwest Territories,Unspecified,Federal land,0,u
2005,NU,Nunavut,Hardwoods,Federal land,0,u
2005,NU,Nunavut,Softwoods,Federal land,0,u
2005,NU,Nunavut,Unspecified,Federal land,0,u
2005,ON,Ontario,Unspecified,Private land,0,u
2005,ON,Ontario,Hardwoods,Federal land,0,u
2005,ON,Ontario,Softwoods,Federal land,0,u
2005,ON,Ontario,Unspecified,Federal land,0,u
2005,ON,Ontario,Hardwoods,Private land,2624778,E
2005,ON,Ontario,Softwoods,Private land,1750773,E
2005,ON,Ontario,Softwoods,Provincial land,20659371,E
2005,ON,Ontario,Hardwoods,Provincial land,11078228,E
2005,PE,Prince Edward Island,Softwoods,Provincial land,30000,e
2005,PE,Prince Edward Island,Softwoods,Private land,270000,e
2005,PE,Prince Edward Island,Hardwoods,Provincial land,10000,e
2005,PE,Prince Edward Island,Hardwoods,Private land,150000,e
2005,PE,Prince Edward Island,Unspecified,Provincial land,0,u
2005,PE,Prince Edward Island,Unspecified,Private land,0,u
2005,PE,Prince Edward Island,Hardwoods,Federal land,0,u
2005,PE,Prince Edward Island,Softwoods,Federal land,0,u
2005,PE,Prince Edward Island,Unspecified,Federal land,0,u
2005,QC,Quebec,Softwoods,Provincial land,24343708,a
2005,QC,Quebec,Softwoods,Private land,5797350,a
2005,QC,Quebec,Hardwoods,Provincial land,10855634,a
2005,QC,Quebec,Hardwoods,Private land,6823000,a
2005,QC,Quebec,Unspecified,Provincial land,0,u
2005,QC,Quebec,Unspecified,Private land,0,u
2005,QC,Quebec,Hardwoods,Federal land,13674,a
2005,QC,Quebec,Softwoods,Federal land,5814,a
2005,QC,Quebec,Unspecified,Federal land,157121,a
2005,SK,Saskatchewan,Softwoods,Provincial land,4262184,r
2005,SK,Saskatchewan,Softwoods,Private land,80000,e
2005,SK,Saskatchewan,Hardwoods,Provincial land,3366913,r
2005,SK,Saskatchewan,Hardwoods,Private land,200000,e
2005,SK,Saskatchewan,Unspecified,Provincial land,0,r
2005,SK,Saskatchewan,Unspecified,Private land,0,e
2005,SK,Saskatchewan,Hardwoods,Federal land,0,u
2005,SK,Saskatchewan,Softwoods,Federal land,0,u
2005,SK,Saskatchewan,Unspecified,Federal land,0,u
2005,YT,Yukon,Softwoods,Provincial land,238500,a
2005,YT,Yukon,Softwoods,Private land,0,a
2005,YT,Yukon,Hardwoods,Provincial land,0,a
2005,YT,Yukon,Hardwoods,Private land,0,a
2005,YT,Yukon,Unspecified,Provincial land,0,u
2005,YT,Yukon,Unspecified,Private land,0,u
2005,YT,Yukon,Hardwoods,Federal land,0,u
2005,YT,Yukon,Softwoods,Federal land,0,u
2005,YT,Yukon,Unspecified,Federal land,0,u
2006,AB,Alberta,Hardwoods,Private land,2300153,E
2006,AB,Alberta,Softwoods,Private land,258640,E
2006,AB,Alberta,Softwoods,Provincial land,15976797,a
2006,AB,Alberta,Hardwoods,Provincial land,11213099,a
2006,AB,Alberta,Unspecified,Provincial land,0,u
2006,AB,Alberta,Hardwoods,Federal land,0,u
2006,AB,Alberta,Softwoods,Federal land,0,u
2006,AB,Alberta,Unspecified,Federal land,0,u
2006,BC,British Columbia,Hardwoods,Private land,681634,E
2006,BC,British Columbia,Softwoods,Private land,8345043,E
2006,BC,British Columbia,Softwoods,Private land regulated,920860,a
2006,BC,British Columbia,Hardwoods,Private land regulated,2867,a
2006,BC,British Columbia,Unspecified,Private land regulated,0,u
2006,BC,British Columbia,Softwoods,Provincial land,82793257,a
2006,BC,British Columbia,Hardwoods,Provincial land,2339673,a
2006,BC,British Columbia,Unspecified,Provincial land,0,u
2006,BC,British Columbia,Hardwoods,Federal land,0,u
2006,BC,British Columbia,Softwoods,Federal land,35000,a
2006,BC,British Columbia,Unspecified,Federal land,0,u
2006,GC,Canada,Hardwoods,Federal land,30674,a
2006,GC,Canada,Softwoods,Federal land,58814,a
2006,GC,Canada,Unspecified,Federal land,157121,a
2006,MB,Manitoba,Softwoods,Provincial land,5673475,e
2006,MB,Manitoba,Softwoods,Private land,40480,e
2006,MB,Manitoba,Hardwoods,Provincial land,2740120,e
2006,MB,Manitoba,Hardwoods,Private land,563210,e
2006,MB,Manitoba,Unspecified,Provincial land,0,u
2006,MB,Manitoba,Unspecified,Private land,0,u
2006,MB,Manitoba,Hardwoods,Federal land,0,u
2006,MB,Manitoba,Softwoods,Federal land,0,u
2006,MB,Manitoba,Unspecified,Federal land,0,u
2006,NB,New Brunswick,Softwoods,Provincial land,3494287,a
2006,NB,New Brunswick,Softwoods,Private land,3459976,a
2006,NB,New Brunswick,Hardwoods,Provincial land,1870540,a
2006,NB,New Brunswick,Hardwoods,Private land,2488064,a
2006,NB,New Brunswick,Unspecified,Provincial land,0,u
2006,NB,New Brunswick,Unspecified,Private land,0,u
2006,NB,New Brunswick,Hardwoods,Federal land,17000,a
2006,NB,New Brunswick,Softwoods,Federal land,18000,a
2006,NB,New Brunswick,Unspecified,Federal land,0,u
2006,NL,Newfoundland and Labrador,Softwoods,Provincial land,823750,a
2006,NL,Newfoundland and Labrador,Softwoods,Private land,1488300,p
2006,NL,Newfoundland and Labrador,Hardwoods,Provincial land,61790,a
2006,NL,Newfoundland and Labrador,Hardwoods,Private land,118370,p
2006,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
2006,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
2006,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
2006,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
2006,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2006,NS,Nova Scotia,Softwoods,Provincial land,1000000,p
2006,NS,Nova Scotia,Softwoods,Private land,4800000,p
2006,NS,Nova Scotia,Hardwoods,Provincial land,400000,p
2006,NS,Nova Scotia,Hardwoods,Private land,2100000,p
2006,NS,Nova Scotia,Unspecified,Provincial land,0,u
2006,NS,Nova Scotia,Unspecified,Private land,0,u
2006,NS,Nova Scotia,Hardwoods,Federal land,0,u
2006,NS,Nova Scotia,Softwoods,Federal land,0,u
2006,NS,Nova Scotia,Unspecified,Federal land,0,u
2006,NT,Northwest Territories,Softwoods,Provincial land,0,n
2006,NT,Northwest Territories,Softwoods,Private land,0,n
2006,NT,Northwest Territories,Hardwoods,Provincial land,0,n
2006,NT,Northwest Territories,Hardwoods,Private land,0,n
2006,NT,Northwest Territories,Unspecified,Provincial land,0,u
2006,NT,Northwest Territories,Unspecified,Private land,0,u
2006,NT,Northwest Territories,Hardwoods,Federal land,0,u
2006,NT,Northwest Territories,Softwoods,Federal land,0,u
2006,NT,Northwest Territories,Unspecified,Federal land,0,u
2006,NU,Nunavut,Hardwoods,Federal land,0,u
2006,NU,Nunavut,Softwoods,Federal land,0,u
2006,NU,Nunavut,Unspecified,Federal land,0,u
2006,ON,Ontario,Unspecified,Private land,0,u
2006,ON,Ontario,Hardwoods,Federal land,0,u
2006,ON,Ontario,Softwoods,Federal land,0,u
2006,ON,Ontario,Unspecified,Federal land,0,u
2006,ON,Ontario,Hardwoods,Private land,2628576,E
2006,ON,Ontario,Softwoods,Private land,1668337,E
2006,ON,Ontario,Softwoods,Provincial land,20430765,E
2006,ON,Ontario,Hardwoods,Provincial land,11004510,E
2006,PE,Prince Edward Island,Softwoods,Provincial land,30000,e
2006,PE,Prince Edward Island,Softwoods,Private land,270000,e
2006,PE,Prince Edward Island,Hardwoods,Provincial land,10000,e
2006,PE,Prince Edward Island,Hardwoods,Private land,150000,e
2006,PE,Prince Edward Island,Unspecified,Provincial land,0,u
2006,PE,Prince Edward Island,Unspecified,Private land,0,u
2006,PE,Prince Edward Island,Hardwoods,Federal land,0,u
2006,PE,Prince Edward Island,Softwoods,Federal land,0,u
2006,PE,Prince Edward Island,Unspecified,Federal land,0,u
2006,QC,Quebec,Softwoods,Provincial land,24343708,a
2006,QC,Quebec,Softwoods,Private land,5797350,a
2006,QC,Quebec,Hardwoods,Provincial land,10855634,a
2006,QC,Quebec,Hardwoods,Private land,6823000,a
2006,QC,Quebec,Unspecified,Provincial land,0,u
2006,QC,Quebec,Unspecified,Private land,0,u
2006,QC,Quebec,Hardwoods,Federal land,13674,a
2006,QC,Quebec,Softwoods,Federal land,5814,a
2006,QC,Quebec,Unspecified,Federal land,157121,a
2006,SK,Saskatchewan,Softwoods,Provincial land,4346784,r
2006,SK,Saskatchewan,Softwoods,Private land,80000,e
2006,SK,Saskatchewan,Hardwoods,Provincial land,3883013,r
2006,SK,Saskatchewan,Hardwoods,Private land,200000,e
2006,SK,Saskatchewan,Unspecified,Provincial land,0,r
2006,SK,Saskatchewan,Unspecified,Private land,0,e
2006,SK,Saskatchewan,Hardwoods,Federal land,0,u
2006,SK,Saskatchewan,Softwoods,Federal land,0,u
2006,SK,Saskatchewan,Unspecified,Federal land,0,u
2006,YT,Yukon,Softwoods,Provincial land,337000,a
2006,YT,Yukon,Softwoods,Private land,0,a
2006,YT,Yukon,Hardwoods,Provincial land,0,a
2006,YT,Yukon,Hardwoods,Private land,0,a
2006,YT,Yukon,Unspecified,Provincial land,0,u
2006,YT,Yukon,Unspecified,Private land,0,u
2006,YT,Yukon,Hardwoods,Federal land,0,u
2006,YT,Yukon,Softwoods,Federal land,0,u
2006,YT,Yukon,Unspecified,Federal land,0,u
2007,AB,Alberta,Hardwoods,Private land,2144283,E
2007,AB,Alberta,Softwoods,Private land,231485,E
2007,AB,Alberta,Softwoods,Provincial land,16976217,a
2007,AB,Alberta,Hardwoods,Provincial land,11426427,a
2007,AB,Alberta,Unspecified,Provincial land,0,u
2007,AB,Alberta,Hardwoods,Federal land,0,u
2007,AB,Alberta,Softwoods,Federal land,0,u
2007,AB,Alberta,Unspecified,Federal land,0,u
2007,BC,British Columbia,Hardwoods,Private land,660628,E
2007,BC,British Columbia,Softwoods,Private land,8409391,E
2007,BC,British Columbia,Softwoods,Private land regulated,1157203,a
2007,BC,British Columbia,Hardwoods,Private land regulated,2867,a
2007,BC,British Columbia,Unspecified,Private land regulated,0,u
2007,BC,British Columbia,Softwoods,Provincial land,86130678,a
2007,BC,British Columbia,Hardwoods,Provincial land,2254173,a
2007,BC,British Columbia,Unspecified,Provincial land,0,u
2007,BC,British Columbia,Hardwoods,Federal land,0,u
2007,BC,British Columbia,Softwoods,Federal land,35000,a
2007,BC,British Columbia,Unspecified,Federal land,0,u
2007,GC,Canada,Hardwoods,Federal land,14000,a
2007,GC,Canada,Softwoods,Federal land,51000,a
2007,MB,Manitoba,Softwoods,Provincial land,5673475,e
2007,MB,Manitoba,Softwoods,Private land,40480,e
2007,MB,Manitoba,Hardwoods,Provincial land,2740120,e
2007,MB,Manitoba,Hardwoods,Private land,563210,e
2007,MB,Manitoba,Unspecified,Provincial land,0,u
2007,MB,Manitoba,Unspecified,Private land,0,u
2007,MB,Manitoba,Hardwoods,Federal land,0,u
2007,MB,Manitoba,Softwoods,Federal land,0,u
2007,MB,Manitoba,Unspecified,Federal land,0,u
2007,NB,New Brunswick,Softwoods,Provincial land,3485238,a
2007,NB,New Brunswick,Softwoods,Private land,3484700,a
2007,NB,New Brunswick,Hardwoods,Provincial land,1819438,a
2007,NB,New Brunswick,Hardwoods,Private land,2904600,a
2007,NB,New Brunswick,Unspecified,Provincial land,0,u
2007,NB,New Brunswick,Unspecified,Private land,0,u
2007,NB,New Brunswick,Hardwoods,Federal land,14000,a
2007,NB,New Brunswick,Softwoods,Federal land,16000,a
2007,NB,New Brunswick,Unspecified,Federal land,0,u
2007,NL,Newfoundland and Labrador,Softwoods,Provincial land,823750,a
2007,NL,Newfoundland and Labrador,Softwoods,Private land,1488300,p
2007,NL,Newfoundland and Labrador,Hardwoods,Provincial land,61790,a
2007,NL,Newfoundland and Labrador,Hardwoods,Private land,118370,p
2007,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
2007,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
2007,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
2007,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
2007,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2007,NS,Nova Scotia,Softwoods,Provincial land,1000000,a
2007,NS,Nova Scotia,Softwoods,Private land,4800000,a
2007,NS,Nova Scotia,Hardwoods,Provincial land,400000,a
2007,NS,Nova Scotia,Hardwoods,Private land,2100000,a
2007,NS,Nova Scotia,Unspecified,Provincial land,0,u
2007,NS,Nova Scotia,Unspecified,Private land,0,u
2007,NS,Nova Scotia,Hardwoods,Federal land,0,u
2007,NS,Nova Scotia,Softwoods,Federal land,0,u
2007,NS,Nova Scotia,Unspecified,Federal land,0,u
2007,NT,Northwest Territories,Softwoods,Provincial land,0,n
2007,NT,Northwest Territories,Softwoods,Private land,0,n
2007,NT,Northwest Territories,Hardwoods,Provincial land,0,n
2007,NT,Northwest Territories,Hardwoods,Private land,0,n
2007,NT,Northwest Territories,Unspecified,Provincial land,0,u
2007,NT,Northwest Territories,Unspecified,Private land,0,u
2007,NT,Northwest Territories,Hardwoods,Federal land,0,u
2007,NT,Northwest Territories,Softwoods,Federal land,0,u
2007,NT,Northwest Territories,Unspecified,Federal land,0,u
2007,NU,Nunavut,Hardwoods,Federal land,0,u
2007,NU,Nunavut,Softwoods,Federal land,0,u
2007,NU,Nunavut,Unspecified,Federal land,0,u
2007,ON,Ontario,Unspecified,Private land,0,u
2007,ON,Ontario,Hardwoods,Federal land,0,u
2007,ON,Ontario,Softwoods,Federal land,0,u
2007,ON,Ontario,Unspecified,Federal land,0,u
2007,ON,Ontario,Hardwoods,Private land,2252097,E
2007,ON,Ontario,Softwoods,Private land,1560436,E
2007,ON,Ontario,Softwoods,Provincial land,20445611,E
2007,ON,Ontario,Hardwoods,Provincial land,11144597,E
2007,PE,Prince Edward Island,Softwoods,Provincial land,30000,e
2007,PE,Prince Edward Island,Softwoods,Private land,270000,e
2007,PE,Prince Edward Island,Hardwoods,Provincial land,10000,e
2007,PE,Prince Edward Island,Hardwoods,Private land,150000,e
2007,PE,Prince Edward Island,Unspecified,Provincial land,0,u
2007,PE,Prince Edward Island,Unspecified,Private land,0,u
2007,PE,Prince Edward Island,Hardwoods,Federal land,0,u
2007,PE,Prince Edward Island,Softwoods,Federal land,0,u
2007,PE,Prince Edward Island,Unspecified,Federal land,0,u
2007,QC,Quebec,Softwoods,Provincial land,24343708,a
2007,QC,Quebec,Softwoods,Private land,5797350,a
2007,QC,Quebec,Hardwoods,Provincial land,10855634,a
2007,QC,Quebec,Hardwoods,Private land,6823000,a
2007,QC,Quebec,Unspecified,Provincial land,0,u
2007,QC,Quebec,Unspecified,Private land,0,u
2007,QC,Quebec,Hardwoods,Federal land,0,u
2007,QC,Quebec,Softwoods,Federal land,0,u
2007,QC,Quebec,Unspecified,Federal land,0,u
2007,SK,Saskatchewan,Softwoods,Provincial land,4326034,r
2007,SK,Saskatchewan,Softwoods,Private land,80000,e
2007,SK,Saskatchewan,Hardwoods,Provincial land,3989723,r
2007,SK,Saskatchewan,Hardwoods,Private land,200000,e
2007,SK,Saskatchewan,Unspecified,Provincial land,0,r
2007,SK,Saskatchewan,Unspecified,Private land,0,e
2007,SK,Saskatchewan,Hardwoods,Federal land,0,u
2007,SK,Saskatchewan,Softwoods,Federal land,0,u
2007,SK,Saskatchewan,Unspecified,Federal land,0,u
2007,YT,Yukon,Softwoods,Provincial land,337000,a
2007,YT,Yukon,Softwoods,Private land,0,a
2007,YT,Yukon,Hardwoods,Provincial land,0,a
2007,YT,Yukon,Hardwoods,Private land,0,a
2007,YT,Yukon,Unspecified,Provincial land,0,u
2007,YT,Yukon,Unspecified,Private land,0,u
2007,YT,Yukon,Hardwoods,Federal land,0,u
2007,YT,Yukon,Softwoods,Federal land,0,u
2007,YT,Yukon,Unspecified,Federal land,0,u
2008,AB,Alberta,Hardwoods,Private land,1885397,E
2008,AB,Alberta,Softwoods,Private land,187301,E
2008,AB,Alberta,Softwoods,Provincial land,18352167,a
2008,AB,Alberta,Hardwoods,Provincial land,11323780,a
2008,AB,Alberta,Unspecified,Provincial land,0,u
2008,AB,Alberta,Hardwoods,Federal land,0,u
2008,AB,Alberta,Softwoods,Federal land,0,u
2008,AB,Alberta,Unspecified,Federal land,0,u
2008,BC,British Columbia,Hardwoods,Private land,603888,E
2008,BC,British Columbia,Softwoods,Private land,8158468,E
2008,BC,British Columbia,Softwoods,Private land regulated,1184474,a
2008,BC,British Columbia,Hardwoods,Private land regulated,4227,a
2008,BC,British Columbia,Unspecified,Private land regulated,0,u
2008,BC,British Columbia,Softwoods,Provincial land,85319770,a
2008,BC,British Columbia,Hardwoods,Provincial land,2277814,a
2008,BC,British Columbia,Unspecified,Provincial land,0,u
2008,BC,British Columbia,Hardwoods,Federal land,0,u
2008,BC,British Columbia,Softwoods,Federal land,0,u
2008,BC,British Columbia,Unspecified,Federal land,0,u
2008,GC,Canada,Hardwoods,Federal land,24674,a
2008,GC,Canada,Softwoods,Federal land,14814,a
2008,GC,Canada,Unspecified,Federal land,157121,a
2008,MB,Manitoba,Softwoods,Provincial land,5673475,e
2008,MB,Manitoba,Softwoods,Private land,40480,e
2008,MB,Manitoba,Hardwoods,Provincial land,2740120,e
2008,MB,Manitoba,Hardwoods,Private land,563210,e
2008,MB,Manitoba,Unspecified,Provincial land,0,u
2008,MB,Manitoba,Unspecified,Private land,0,u
2008,MB,Manitoba,Hardwoods,Federal land,0,u
2008,MB,Manitoba,Softwoods,Federal land,0,u
2008,MB,Manitoba,Unspecified,Federal land,0,u
2008,NB,New Brunswick,Softwoods,Provincial land,3485238,a
2008,NB,New Brunswick,Softwoods,Private land,3484700,a
2008,NB,New Brunswick,Hardwoods,Provincial land,1819438,a
2008,NB,New Brunswick,Hardwoods,Private land,2904600,a
2008,NB,New Brunswick,Unspecified,Provincial land,0,u
2008,NB,New Brunswick,Unspecified,Private land,0,u
2008,NB,New Brunswick,Hardwoods,Federal land,11000,a
2008,NB,New Brunswick,Softwoods,Federal land,9000,a
2008,NB,New Brunswick,Unspecified,Federal land,0,u
2008,NL,Newfoundland and Labrador,Softwoods,Provincial land,1302070,a
2008,NL,Newfoundland and Labrador,Softwoods,Private land,1026400,p
2008,NL,Newfoundland and Labrador,Hardwoods,Provincial land,23130,a
2008,NL,Newfoundland and Labrador,Hardwoods,Private land,12360,p
2008,NL,Newfoundland and Labrador,Unspecified,Provincial land,0,u
2008,NL,Newfoundland and Labrador,Unspecified,Private land,0,u
2008,NL,Newfoundland and Labrador,Hardwoods,Federal land,0,u
2008,NL,Newfoundland and Labrador,Softwoods,Federal land,0,u
2008,NL,Newfoundland and Labrador,Unspecified,Federal land,0,u
2008,NS,Nova Scotia,Softwoods,Provincial land,1000000,e
2008,NS,Nova Scotia,Softwoods,Private land,4800000,e
2008,NS,Nova Scotia,Hardwoods,Provincial land,400000,e
2008,NS,Nova Scotia,Hardwoods,Private land,2100000,e
2008,NS,Nova Scotia,Unspecified,Provincial land,0,u
2008,NS,Nova Scotia,Unspecified,Private land,0,u
2008,NS,Nova Scotia,Hardwoods,Federal land,0,u
2008,NS,Nova Scotia,Softwoods,Federal land,0,u
2008,NS,Nova Scotia,Unspecified,Federal land,0,u
2008,NT,Northwest Territories,Softwoods,Provincial land,0,n
2008,NT,Northwest Territories,Softwoods,Private land,0,n
2008,NT,Northwest Territories,Hardwoods,Provincial land,0,n
2008,NT,Northwest Territories,Hardwoods,Private land,0,n
2008,NT,Northwest Territories,Unspecified,Provincial land,0,u
2008,NT,Northwest Territories,Unspecified,Private land,0,u
2008,NT,Northwest Territories,Hardwoods,Federal land,0,u
2008,NT,Northwest Territories,Softwoods,Federal land,0,u
2008,NT,Northwest Territories,Unspecified,Federal land,0,u
2008,NU,Nunavut,Hardwoods,Federal land,0,u
2008,NU,Nunavut,Softwoods,Federal land,0,u
2008,NU,Nunavut,Unspecified,Federal land,0,u
2008,ON,Ontario,Unspecified,Private land,0,u
2008,ON,Ontario,Hardwoods,Federal land,0,u
2008,ON,Ontario,Softwoods,Federal land,0,u
2008,ON,Ontario,Unspecified,Federal land,0,u
