Year,Annee,ISO,Jurisdiction,Juridiction,Cause,Origine,Area,Superficie,Number,Nombre
2015,2015,AB,Alberta,Alberta,Human activity,Activites humaines,38618.049,38618.049,1033,1033
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,801712.27,801712.27,829,829
2015,2015,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,2972.4,2972.4,7,7
2015,2015,AB,Alberta,Alberta,Unspecified,Indeterminee,570.39,570.39,83,83
2015,2015,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,57127.006,57127.006,625,625
2015,2015,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,223740.766,223740.766,1245,1245
2015,2015,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,90,90,1,1
2015,2015,MB,Manitoba,Manitoba,Human activity,Activites humaines,6778.6,6778.6,164,164
2015,2015,MB,Manitoba,Manitoba,Lightning,Foudre,61353,61353,295,295
2015,2015,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,1055,1055,2,2
2015,2015,MB,Manitoba,Manitoba,Unspecified,Indeterminee,6.1,6.1,2,2
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,197.9,197.9,186,186
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,45.6,45.6,8,8
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,19,19,28,28
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,9.9,9.9,6,6
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,3579.9,3579.9,19,19
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brulage dirige,81.5,81.5,2,2
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,511.5599,511.5599,236,236
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,33.8,33.8,1,1
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,5.29,5.29,12,12
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,4.05,4.05,16,16
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,722102.59,722102.59,241,241
2015,2015,ON,Ontario,Ontario,Human activity,Activites humaines,1243.500102,1243.500102,345,345
2015,2015,ON,Ontario,Ontario,Lightning,Foudre,38063.8,38063.8,319,319
2015,2015,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,3421,3421,4,4
2015,2015,ON,Ontario,Ontario,Unspecified,Indeterminee,5.600000104,5.600000104,7,7
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,3,5,5
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,,,
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,,,,
2015,2015,QC,Quebec,Quebec,Human activity,Activites humaines,1460.7001,1460.7001,340,340
2015,2015,QC,Quebec,Quebec,Lightning,Foudre,3919.3,3919.3,46,46
2015,2015,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,778.2,778.2,6,6
2015,2015,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,41757.38082,41757.38082,344,344
2015,2015,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1725597.369,1725597.369,384,384
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,1673.2,1673.2,7,7
2015,2015,YT,Yukon,Yukon,Human activity,Activites humaines,41.9,41.9,24,24
2015,2015,YT,Yukon,Yukon,Lightning,Foudre,169800.71,169800.71,162,162
2016,2016,AB,Alberta,Alberta,Human activity,Activites humaines,1134.3302,1134.3302,878,878
2016,2016,AB,Alberta,Alberta,Lightning,Foudre,27284.37,27284.37,537,537
2016,2016,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,838.1,838.1,7,7
2016,2016,AB,Alberta,Alberta,Unspecified,Indeterminee,485908.49,485908.49,63,63
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,93320.658,93320.658,584,584
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,7057.453,7057.453,489,489
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,68.7,68.7,2,2
2016,2016,MB,Manitoba,Manitoba,Human activity,Activites humaines,6700.62,6700.62,108,108
2016,2016,MB,Manitoba,Manitoba,Lightning,Foudre,31706.9,31706.9,96,96
2016,2016,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,750,750,2,2
2016,2016,MB,Manitoba,Manitoba,Unspecified,Indeterminee,0.01,0.01,1,1
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,199.2,199.2,238,238
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,21.7,21.7,13,13
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,43.9,43.9,34,34
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,0.4,0.4,4,4
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,10602.9,10602.9,13,13
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brulage dirige,134,134,1,1
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,774.987,774.987,246,246
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,17.551,17.551,11,11
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,4.5,4.5,2,2
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,10.186,10.186,12,12
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,7819.08,7819.08,17,17
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,247704.78,247704.78,176,176
2016,2016,ON,Ontario,Ontario,Human activity,Activites humaines,6115.9501,6115.9501,454,454
2016,2016,ON,Ontario,Ontario,Lightning,Foudre,76921.7001,76921.7001,174,174
2016,2016,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,3096.3538,3096.3538,5,5
2016,2016,ON,Ontario,Ontario,Unspecified,Indeterminee,76.30109999,76.30109999,24,24
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,33,33,8,8
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2016,2016,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,0,0,0
2016,2016,QC,Quebec,Quebec,Human activity,Activites humaines,334.415,334.415,433,433
2016,2016,QC,Quebec,Quebec,Lightning,Foudre,33036.4,33036.4,171,171
2016,2016,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,562.5,562.5,3,3
2016,2016,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,2773.52,2773.52,232,232
2016,2016,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,251990.9,251990.9,171,171
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,1025,1025,4,4
2016,2016,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0,0,1,1
2016,2016,YT,Yukon,Yukon,Human activity,Activites humaines,2.28,2.28,24,24
2016,2016,YT,Yukon,Yukon,Lightning,Foudre,21535.12,21535.12,29,29
2017,2017,AB,Alberta,Alberta,Human activity,Activites humaines,6834.10351,6834.10351,834,834
2017,2017,AB,Alberta,Alberta,Lightning,Foudre,116704.42,116704.42,448,448
2017,2017,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,866.6,866.6,3,3
2017,2017,AB,Alberta,Alberta,Unspecified,Indeterminee,25364.3401,25364.3401,45,45
2017,2017,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,225058.1451,225058.1451,574,574
2017,2017,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1004755.709,1004755.709,821,821
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,45,45,1,1
2017,2017,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1.328,1.328,4,4
2017,2017,MB,Manitoba,Manitoba,Human activity,Activites humaines,1368.053,1368.053,143,143
2017,2017,MB,Manitoba,Manitoba,Lightning,Foudre,223055.6,223055.6,423,423
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,530.3,530.3,182,182
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,19.7,19.7,29,29
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,17.9,17.9,34,34
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,62.301,62.301,78,78
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,637.5,637.5,3,3
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,0.15,0.15,1,1
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,572.78,572.78,176,176
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,0.3,0.3,1,1
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,11.14,11.14,19,19
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,1033065.67,1033065.67,249,249
2017,2017,ON,Ontario,Ontario,Human activity,Activites humaines,87.40000084,87.40000084,209,209
2017,2017,ON,Ontario,Ontario,Lightning,Foudre,112233,112233,556,556
2017,2017,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,445.356,445.356,4,4
2017,2017,ON,Ontario,Ontario,Unspecified,Indeterminee,164.1999996,164.1999996,12,12
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0,0,4,4
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2017,2017,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,7,7,0,0
2017,2017,QC,Quebec,Quebec,Human activity,Activites humaines,1692.711,1692.711,236,236
2017,2017,QC,Quebec,Quebec,Lightning,Foudre,36699.2,36699.2,83,83
2017,2017,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,52.8,52.8,3,3
2017,2017,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,451.204,451.204,195,195
2017,2017,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,398566.7,398566.7,169,169
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,779.5,779.5,4,4
2017,2017,YT,Yukon,Yukon,Human activity,Activites humaines,18.7,18.7,22,22
2017,2017,YT,Yukon,Yukon,Lightning,Foudre,399261.45,399261.45,93,93
2018,2018,AB,Alberta,Alberta,Human activity,Activites humaines,1891.8231,1891.8231,782,782
2018,2018,AB,Alberta,Alberta,Lightning,Foudre,69845.44,69845.44,535,535
2018,2018,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,339,339,2,2
2018,2018,AB,Alberta,Alberta,Unspecified,Indeterminee,12941.242,12941.242,63,63
2018,2018,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,121607.612,121607.612,542,542
2018,2018,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1236348.797,1236348.797,1557,1557
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,15,15,2,2
2018,2018,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,2963.863,2963.863,22,22
2018,2018,MB,Manitoba,Manitoba,Human activity,Activites humaines,78904.02,78904.02,236,236
2018,2018,MB,Manitoba,Manitoba,Lightning,Foudre,155520.8,155520.8,245,245
2018,2018,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,2.5,2.5,1,1
2018,2018,MB,Manitoba,Manitoba,Unspecified,Indeterminee,50,50,1,1
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,250.1,250.1,229,229
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,16.5,16.5,19,19
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,44.3,44.3,37,37
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,355.2,355.2,127,127
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,40.3,40.3,4,4
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,0,0,1,1
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,195.5200003,195.5200003,189,189
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,1.790000031,1.790000031,4,4
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,1,1,1,1
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,0.06,0.06,2,2
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,169.83,169.83,6,6
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,22006.91,22006.91,57,57
2018,2018,ON,Ontario,Ontario,Human activity,Activites humaines,15994.2301,15994.2301,378,378
2018,2018,ON,Ontario,Ontario,Lightning,Foudre,249675.6,249675.6,943,943
2018,2018,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,7.097,7.097,6,6
2018,2018,ON,Ontario,Ontario,Unspecified,Indeterminee,20.29999956,20.29999956,12,12
2018,2018,QC,Quebec,Quebec,Human activity,Activites humaines,15772.23,15772.23,400,400
2018,2018,QC,Quebec,Quebec,Lightning,Foudre,70488.6,70488.6,194,194
2018,2018,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,55,55,2,2
2018,2018,QC,Quebec,Quebec,Unspecified,Indeterminee,0.5,0.5,1,1
2018,2018,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,47161.1,47161.1,276,276
2018,2018,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,108915.6,108915.6,170,170
2018,2018,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,36656.2,36656.2,5,5
2018,2018,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.01,0.01,1,1
2018,2018,YT,Yukon,Yukon,Human activity,Activites humaines,6487.33,6487.33,18,18
2018,2018,YT,Yukon,Yukon,Lightning,Foudre,74098.16,74098.16,33,33
2019,2019,AB,Alberta,Alberta,Human activity,Activites humaines,3026.4831,3026.4831,728,728
2019,2019,AB,Alberta,Alberta,Lightning,Foudre,164061.64,164061.64,318,318
2019,2019,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,141,141,2,2
2019,2019,AB,Alberta,Alberta,Unspecified,Indeterminee,836602.13,836602.13,33,33
2019,2019,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4665.847,4665.847,360,360
2019,2019,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,15584.92,15584.92,380,380
2019,2019,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,37.5,37.5,2,2
2019,2019,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1256.097,1256.097,101,101
2019,2019,MB,Manitoba,Manitoba,Human activity,Activites humaines,7939.99001,7939.99001,149,149
2019,2019,MB,Manitoba,Manitoba,Lightning,Foudre,63324.4,63324.4,133,133
2019,2019,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,39.4,39.4,1,1
2019,2019,MB,Manitoba,Manitoba,Unspecified,Indeterminee,33.1,33.1,1,1
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,183.6,183.6,152,152
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,14.1,14.1,14,14
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,30.1,30.1,17,17
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,106.8,106.8,89,89
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,209.2,209.2,10,10
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,133.57,133.57,137,137
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.9,0.9,2,2
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,2.3,2.3,4,4
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,4.54,4.54,20,20
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,105162.63,105162.63,126,126
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,0.2,0.2,1,1
2019,2019,ON,Ontario,Ontario,Human activity,Activites humaines,16273.9001,16273.9001,278,278
2019,2019,ON,Ontario,Ontario,Lightning,Foudre,253445.7,253445.7,255,255
2019,2019,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,0.84,0.84,2,2
2019,2019,ON,Ontario,Ontario,Unspecified,Indeterminee,5.600000007,5.600000007,6,6
2019,2019,QC,Quebec,Quebec,Human activity,Activites humaines,5087.1,5087.1,276,276
2019,2019,QC,Quebec,Quebec,Lightning,Foudre,4516.9,4516.9,81,81
2019,2019,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,89.41,89.41,5,5
2019,2019,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,1531.4,1531.4,178,178
2019,2019,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,46622.3,46622.3,73,73
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0,0,7,7
2019,2019,YT,Yukon,Yukon,Human activity,Activites humaines,1331.3,1331.3,33,33
2019,2019,YT,Yukon,Yukon,Lightning,Foudre,254735.32,254735.32,85,85
2020,2020,AB,Alberta,Alberta,Human activity,Activites humaines,2948.8633,2948.8633,681,681
2020,2020,AB,Alberta,Alberta,Lightning,Foudre,392.91,392.91,89,89
2020,2020,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,1250,1250,2,2
2020,2020,AB,Alberta,Alberta,Unspecified,Indeterminee,206.25,206.25,28,28
2020,2020,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,1011.667,1011.667,369,369
2020,2020,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11335.709,11335.709,277,277
2020,2020,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,123.45,123.45,2,2
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,2200.637,2200.637,36,36
2020,2020,MB,Manitoba,Manitoba,Human activity,Activites humaines,34267.61,34267.61,81,81
2020,2020,MB,Manitoba,Manitoba,Lightning,Foudre,15035.11,15035.11,74,74
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,1223.7,1223.7,386,386
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,51.2,51.2,28,28
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,114.6245,114.6245,52,52
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,147.61,147.61,72,72
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,4185,4185,24,24
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,1,1,1,1
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,677.629758,677.629758,161,161
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,18.364465,18.364465,16,16
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,0.75,0.75,1,1
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,370.55,370.55,19,19
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,20768.48,20768.48,51,51
2020,2020,ON,Ontario,Ontario,Human activity,Activites humaines,985.3001,985.3001,231,231
2020,2020,ON,Ontario,Ontario,Lightning,Foudre,14470.6,14470.6,368,368
2020,2020,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,3.57,3.57,2,2
2020,2020,ON,Ontario,Ontario,Unspecified,Indeterminee,24.4102,24.4102,13,13
2020,2020,QC,Quebec,Quebec,Human activity,Activites humaines,52089.501,52089.501,572,572
2020,2020,QC,Quebec,Quebec,Lightning,Foudre,7897.104,7897.104,138,138
2020,2020,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,14.5,14.5,2,2
2020,2020,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,41398.41,41398.41,136,136
2020,2020,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,779.901,779.901,24,24
2020,2020,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,773.8,773.8,41,41
2020,2020,YT,Yukon,Yukon,Human activity,Activites humaines,11.7,11.7,11,11
2020,2020,YT,Yukon,Yukon,Lightning,Foudre,3452.22,3452.22,13,13
2021,2021,AB,Alberta,Alberta,Human activity,Activites humaines,1511.8077,1511.8077,929,929
2021,2021,AB,Alberta,Alberta,Lightning,Foudre,52474.78,52474.78,441,441
2021,2021,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,296.39,296.39,7,7
2021,2021,AB,Alberta,Alberta,Unspecified,Indeterminee,11858.1401,11858.1401,49,49
2021,2021,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,294381.339,294381.339,636,636
2021,2021,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,570673.305,570673.305,980,980
2021,2021,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,1313.796,1313.796,47,47
2021,2021,MB,Manitoba,Manitoba,Human activity,Activites humaines,243012.3557,243012.3557,119,119
2021,2021,MB,Manitoba,Manitoba,Lightning,Foudre,883671.1962,883671.1962,369,369
2021,2021,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,40,40,1,1
2021,2021,MB,Manitoba,Manitoba,Unspecified,Indeterminee,16038.10708,16038.10708,8,8
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,331.9,331.9,148,148
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,29.8,29.8,8,8
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,18.4,18.4,23,23
2021,2021,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,243.702,243.702,85,85
2021,2021,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,98.8,98.8,4,4
2021,2021,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,192.4820006,192.4820006,107,107
2021,2021,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,4.659999904,4.659999904,6,6
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,8.6,8.6,17,17
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,197370.25,197370.25,131,131
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,63.4,63.4,1,1
2021,2021,ON,Ontario,Ontario,Human activity,Activites humaines,5535.9,5535.9,262,262
2021,2021,ON,Ontario,Ontario,Lightning,Foudre,779023.7,779023.7,934,934
2021,2021,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,2.25,2.25,4,4
2021,2021,ON,Ontario,Ontario,Unspecified,Indeterminee,5.9006,5.9006,6,6
2021,2021,PC-TH,Parks Canada-TH,Parcs Canada-TH,Lightning,Foudre,109.3,109.3,2,2
2021,2021,QC,Quebec,Quebec,Human activity,Activites humaines,1113.405,1113.405,517,517
2021,2021,QC,Quebec,Quebec,Lightning,Foudre,48370.1,48370.1,109,109
2021,2021,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,220.22,220.22,2,2
2021,2021,QC,Quebec,Quebec,Unspecified,Indeterminee,4,4,1,1
2021,2021,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,6822.3002,6822.3002,256,256
2021,2021,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,949453.2,949453.2,381,381
2021,2021,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,128.2,128.2,3,3
2021,2021,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.5,0.5,2,2
2021,2021,YT,Yukon,Yukon,Human activity,Activites humaines,23.03,23.03,15,15
2021,2021,YT,Yukon,Yukon,Lightning,Foudre,14252.19,14252.19,98,98
2021,2021,YT,Yukon,Yukon,Unspecified,Indeterminee,200,200,1,1
2022,2022,AB,Alberta,Alberta,Unspecified,Indeterminee,137310,137310,1281,1281
2022,2022,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,135032,135032,1778,1778
2022,2022,MB,Manitoba,Manitoba,Unspecified,Indeterminee,165078,165078,224,224
2022,2022,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,176,176,214,214
2022,2022,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,23886,23886,103,103
2022,2022,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,3389,3389,152,152
2022,2022,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,708916,708916,262,262
2022,2022,ON,Ontario,Ontario,Unspecified,Indeterminee,2561,2561,275,275
2022,2022,PC,Parks Canada,Parcs Canada,Unspecified,Indeterminee,32840,32840,159,159
2022,2022,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,0,2,2
2022,2022,QC,Quebec,Quebec,Unspecified,Indeterminee,29638,29638,449,449
2022,2022,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,244275,244275,445,445
2022,2022,YT,Yukon,Yukon,Unspecified,Indeterminee,171154,171154,295,295
