Year,Annee,Jurisdiction,Juridiction,ISO,Forest-certification-by-type,Certification-forestiere-par-type,Area,Superficie
2013,2013,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2013,2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1493405,1493405
2013,2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1493405,1493405
2013,2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2013,2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1441730,1441730
2013,2013,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2013,2013,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2013,2013,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2013,2013,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2013,2013,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2013,2013,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2014,2014,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,19372889,19372889
2014,2014,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5644118,5644118
2014,2014,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,10976317,10976317
2014,2014,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,2752454,2752454
2014,2014,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,160856360,160856360
2014,2014,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,55803737,55803737
2014,2014,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,80300607,80300607
2014,2014,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,40830610,40830610
2014,2014,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,51637088,51637088
2014,2014,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2162614,2162614
2014,2014,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,24921968,24921968
2014,2014,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,25310020,25310020
2014,2014,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,446,446
2014,2014,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,446,446
2014,2014,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2014,2014,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11119028,11119028
2014,2014,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2014,2014,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2361439,2361439
2014,2014,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2014,2014,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4172881,4172881
2014,2014,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,244,244
2014,2014,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4172637,4172637
2014,2014,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1916062,1916062
2014,2014,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,676192,676192
2014,2014,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1230155,1230155
2014,2014,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,9715,9715
2014,2014,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2014,2014,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2014,2014,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2014,2014,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,26819646,26819646
2014,2014,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,18438651,18438651
2014,2014,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,13739456,13739456
2014,2014,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2014,2014,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,38394408,38394408
2014,2014,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,25556103,25556103
2014,2014,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,18233701,18233701
2014,2014,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,6566095,6566095
2014,2014,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2014,2014,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4664934,4664934
2014,2014,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2014,2014,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1493405,1493405
2014,2014,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1493405,1493405
2014,2014,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2014,2014,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1418922,1418922
2014,2014,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2014,2014,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2014,2014,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2014,2014,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2014,2014,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2014,2014,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2014,2014,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2015,2015,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,21658196,21658196
2015,2015,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,6245306,6245306
2015,2015,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,12660436,12660436
2015,2015,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,2752454,2752454
2015,2015,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,166163538,166163538
2015,2015,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,53694750,53694750
2015,2015,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,87876426,87876426
2015,2015,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,40955511,40955511
2015,2015,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,52486426,52486426
2015,2015,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1405099,1405099
2015,2015,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,25645318,25645318
2015,2015,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,25436009,25436009
2015,2015,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,446,446
2015,2015,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,446,446
2015,2015,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2015,2015,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11353347,11353347
2015,2015,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2015,2015,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2595758,2595758
2015,2015,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2015,2015,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4185080,4185080
2015,2015,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,244,244
2015,2015,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4184836,4184836
2015,2015,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1301299,1301299
2015,2015,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,676193,676193
2015,2015,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1238331,1238331
2015,2015,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,9715,9715
2015,2015,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2015,2015,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2015,2015,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2015,2015,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,24839080,24839080
2015,2015,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,17777097,17777097
2015,2015,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,13475892,13475892
2015,2015,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2015,2015,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,43651083,43651083
2015,2015,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,24264996,24264996
2015,2015,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,24781840,24781840
2015,2015,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5195176,5195176
2015,2015,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2015,2015,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3294015,3294015
2015,2015,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2015,2015,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1493405,1493405
2015,2015,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1493405,1493405
2015,2015,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2015,2015,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1417834,1417834
2015,2015,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2015,2015,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2015,2015,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2015,2015,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2015,2015,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2015,2015,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2015,2015,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2016,2016,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,20240950,20240950
2016,2016,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5912754,5912754
2016,2016,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,11747283,11747283
2016,2016,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,2580913,2580913
2016,2016,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,167797442,167797442
2016,2016,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,54175034,54175034
2016,2016,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,89201074,89201074
2016,2016,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,41912506,41912506
2016,2016,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,51953410,51953410
2016,2016,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1399128,1399128
2016,2016,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,24000157,24000157
2016,2016,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,26554125,26554125
2016,2016,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,446,446
2016,2016,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,446,446
2016,2016,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2016,2016,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11373482,11373482
2016,2016,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2016,2016,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2595758,2595758
2016,2016,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2016,2016,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4190695,4190695
2016,2016,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
2016,2016,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4190695,4190695
2016,2016,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1308691,1308691
2016,2016,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,594260,594260
2016,2016,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1237366,1237366
2016,2016,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2016,2016,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2016,2016,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2016,2016,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,26788856,26788856
2016,2016,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,18859740,18859740
2016,2016,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,15487165,15487165
2016,2016,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2016,2016,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,45155197,45155197
2016,2016,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,24083783,24083783
2016,2016,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,26551055,26551055
2016,2016,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5292756,5292756
2016,2016,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2016,2016,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3391595,3391595
2016,2016,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2016,2016,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1493405,1493405
2016,2016,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1493405,1493405
2016,2016,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2016,2016,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1417834,1417834
2016,2016,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2016,2016,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2016,2016,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2016,2016,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2016,2016,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2016,2016,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2016,2016,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2017,2017,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,23060640,23060640
2017,2017,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5910580,5910580
2017,2017,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,16505365,16505365
2017,2017,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,4152051,4152051
2017,2017,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,169865528,169865528
2017,2017,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,54724071,54724071
2017,2017,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,97583532,97583532
2017,2017,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,40690858,40690858
2017,2017,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,50473380,50473380
2017,2017,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1399128,1399128
2017,2017,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,27151045,27151045
2017,2017,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,23761339,23761339
2017,2017,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,0,0
2017,2017,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2017,2017,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11373478,11373478
2017,2017,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2595754,2595754
2017,2017,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2017,2017,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4208422,4208422
2017,2017,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4208422,4208422
2017,2017,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1310665,1310665
2017,2017,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,611358,611358
2017,2017,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1222242,1222242
2017,2017,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2017,2017,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2017,2017,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,28171032,28171032
2017,2017,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,19637835,19637835
2017,2017,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,16192726,16192726
2017,2017,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,680749,680749
2017,2017,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,44557321,44557321
2017,2017,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,23915372,23915372
2017,2017,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,26316383,26316383
2017,2017,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5292756,5292756
2017,2017,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2017,2017,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3391595,3391595
2017,2017,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,1901161,1901161
2017,2017,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1417834,1417834
2017,2017,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,1417834,1417834
2017,2017,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2017,2017,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1417834,1417834
2017,2017,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2017,2017,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2017,2017,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2017,2017,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2017,2017,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2017,2017,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2018,2018,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,20270763,20270763
2018,2018,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5910580,5910580
2018,2018,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,13715488,13715488
2018,2018,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,644695,644695
2018,2018,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,164476024,164476024
2018,2018,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,52165539,52165539
2018,2018,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,98500664,98500664
2018,2018,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,33533849,33533849
2018,2018,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,50352453,50352453
2018,2018,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,1487983,1487983
2018,2018,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,29022867,29022867
2018,2018,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,20129619,20129619
2018,2018,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,0,0
2018,2018,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,0,0
2018,2018,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2018,2018,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2018,2018,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11091302,11091302
2018,2018,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2018,2018,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2313578,2313578
2018,2018,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8777724,8777724
2018,2018,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4234837,4234837
2018,2018,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,0,0
