Year,Annee,Jurisdiction,Juridiction,ISO,Forest-certification-by-type,Certification-forestiere-par-type,Area,Superficie
2009,2009,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,74625112,74625112
2009,2009,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,56276920,56276920
2009,2009,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2659355,2659355
2009,2009,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,18268273,18268273
2009,2009,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,35349292,35349292
2009,2009,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,357,357
2009,2009,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,357,357
2009,2009,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2009,2009,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,11705655,11705655
2009,2009,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,888725,888725
2009,2009,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2059341,2059341
2009,2009,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2009,2009,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,4084507,4084507
2009,2009,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,3430,3430
2009,2009,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4081077,4081077
2009,2009,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2009,2009,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1332841,1332841
2009,2009,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,634131,634131
2009,2009,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1329710,1329710
2009,2009,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,631000,631000
2009,2009,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2009,2009,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2009,2009,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2009,2009,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,25208308,25208308
2009,2009,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,10862004,10862004
2009,2009,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,10890011,10890011
2009,2009,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,3456293,3456293
2009,2009,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,20086118,20086118
2009,2009,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,9858328,9858328
2009,2009,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1588930,1588930
2009,2009,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,11113432,11113432
2009,2009,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,2089964,2089964
2009,2009,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2009,2009,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,2089964,2089964
2009,2009,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,2061674,2061674
2009,2009,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2009,2009,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,2061674,2061674
2009,2009,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2009,2009,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2009,2009,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2009,2009,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2009,2009,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2009,2009,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2009,2009,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2010,2010,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,17982425,17982425
2010,2010,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5656930,5656930
2010,2010,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,6094495,6094495
2010,2010,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,6231000,6231000
2010,2010,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,149838198,149838198
2010,2010,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,40600808,40600808
2010,2010,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,50130756,50130756
2010,2010,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,62537236,62537236
2010,2010,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,52884451,52884451
2010,2010,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2722099,2722099
2010,2010,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,20555171,20555171
2010,2010,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,29607181,29607181
2010,2010,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,337,337
2010,2010,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,337,337
2010,2010,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2010,2010,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2010,2010,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,13256131,13256131
2010,2010,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,885596,885596
2010,2010,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3612946,3612946
2010,2010,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2010,2010,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,3893331,3893331
2010,2010,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,164,164
2010,2010,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3893167,3893167
2010,2010,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2010,2010,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1609219,1609219
2010,2010,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,738896,738896
2010,2010,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1489309,1489309
2010,2010,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,635250,635250
2010,2010,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2010,2010,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2010,2010,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2010,2010,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2010,2010,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,25621769,25621769
2010,2010,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,11639608,11639608
2010,2010,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,11537286,11537286
2010,2010,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,2444875,2444875
2010,2010,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,28658897,28658897
2010,2010,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,17125241,17125241
2010,2010,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1168382,1168382
2010,2010,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,10709703,10709703
2010,2010,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,3869964,3869964
2010,2010,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2010,2010,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1780000,1780000
2010,2010,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,2089964,2089964
2010,2010,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,2061674,2061674
2010,2010,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2010,2010,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2010,2010,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,2061674,2061674
2010,2010,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2010,2010,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2010,2010,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2010,2010,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2010,2010,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2010,2010,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2010,2010,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2010,2010,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2011,2011,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,19519237,19519237
2011,2011,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5624350,5624350
2011,2011,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,7014727,7014727
2011,2011,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,6880160,6880160
2011,2011,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,150567044,150567044
2011,2011,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,46272411,46272411
2011,2011,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,55074308,55074308
2011,2011,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,57103772,57103772
2011,2011,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,53523866,53523866
2011,2011,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2909936,2909936
2011,2011,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,24377702,24377702
2011,2011,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,27082643,27082643
2011,2011,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,337,337
2011,2011,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,337,337
2011,2011,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2011,2011,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2011,2011,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,10589085,10589085
2011,2011,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2011,2011,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1831496,1831496
2011,2011,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2011,2011,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,3885486,3885486
2011,2011,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,164,164
2011,2011,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3885322,3885322
2011,2011,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2011,2011,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1284952,1284952
2011,2011,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,745051,745051
2011,2011,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1249803,1249803
2011,2011,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,641927,641927
2011,2011,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2011,2011,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2011,2011,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2011,2011,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2011,2011,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,23423757,23423757
2011,2011,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,15418174,15418174
2011,2011,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,9807036,9807036
2011,2011,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,2051756,2051756
2011,2011,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,32339469,32339469
2011,2011,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,19742435,19742435
2011,2011,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,5128222,5128222
2011,2011,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,7468812,7468812
2011,2011,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,3939161,3939161
2011,2011,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2011,2011,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1780000,1780000
2011,2011,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,2159161,2159161
2011,2011,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,2061674,2061674
2011,2011,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2011,2011,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2011,2011,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,2061674,2061674
2011,2011,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2011,2011,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2011,2011,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2011,2011,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2011,2011,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2011,2011,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2011,2011,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2011,2011,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2012,2012,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,20040976,20040976
2012,2012,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5727364,5727364
2012,2012,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,10103452,10103452
2012,2012,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,4210160,4210160
2012,2012,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,147928855,147928855
2012,2012,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,54080929,54080929
2012,2012,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,57577838,57577838
2012,2012,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,44291371,44291371
2012,2012,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,51877536,51877536
2012,2012,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2406801,2406801
2012,2012,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,25572198,25572198
2012,2012,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,24739237,24739237
2012,2012,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,446,446
2012,2012,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,446,446
2012,2012,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2012,2012,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2012,2012,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,10620309,10620309
2012,2012,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2012,2012,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1862720,1862720
2012,2012,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2012,2012,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,3884389,3884389
2012,2012,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,228,228
2012,2012,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3884161,3884161
2012,2012,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2012,2012,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1316087,1316087
2012,2012,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,754787,754787
2012,2012,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,552378,552378
2012,2012,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,10927,10927
2012,2012,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2012,2012,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2012,2012,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2012,2012,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2012,2012,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,24153505,24153505
2012,2012,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,18530424,18530424
2012,2012,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,7424534,7424534
2012,2012,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,2051756,2051756
2012,2012,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,30426353,30426353
2012,2012,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,23335510,23335510
2012,2012,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,6167512,6167512
2012,2012,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,923331,923331
2012,2012,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,4115849,4115849
2012,2012,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2012,2012,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,2010833,2010833
2012,2012,Saskatchewan,Saskatchewan,SK,Canadian Standards Association,Association canadienne de normalisation,2104966,2104966
2012,2012,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest area certified,Superficie des forets certifiees,1493405,1493405
2012,2012,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Forest Stewardship Council,Forest Stewardship Council,0,0
2012,2012,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2012,2012,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NL,Canadian Standards Association,Association canadienne de normalisation,1493405,1493405
2012,2012,Northwest Territories,Territoires du Nord-Ouest,NT,Forest Stewardship Council,Forest Stewardship Council,0,0
2012,2012,Northwest Territories,Territoires du Nord-Ouest,NT,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2012,2012,Northwest Territories,Territoires du Nord-Ouest,NT,Canadian Standards Association,Association canadienne de normalisation,0,0
2012,2012,Northwest Territories,Territoires du Nord-Ouest,NT,Forest area certified,Superficie des forets certifiees,0,0
2012,2012,Yukon,Yukon,YK,Forest Stewardship Council,Forest Stewardship Council,0,0
2012,2012,Yukon,Yukon,YK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2012,2012,Yukon,Yukon,YK,Canadian Standards Association,Association canadienne de normalisation,0,0
2012,2012,Yukon,Yukon,YK,Forest area certified,Superficie des forets certifiees,0,0
2013,2013,Alberta,Alberta,AB,Forest area certified,Superficie des forets certifiees,18413936,18413936
2013,2013,Alberta,Alberta,AB,Forest Stewardship Council,Forest Stewardship Council,5654862,5654862
2013,2013,Alberta,Alberta,AB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,14066616,14066616
2013,2013,Alberta,Alberta,AB,Canadian Standards Association,Association canadienne de normalisation,2756919,2756919
2013,2013,Canada,Canada,CA,Forest area certified,Superficie des forets certifiees,152937728,152937728
2013,2013,Canada,Canada,CA,Forest Stewardship Council,Forest Stewardship Council,60590575,60590575
2013,2013,Canada,Canada,CA,Sustainable Forestry Initiative,Sustainable Forestry Initiative,79341696,79341696
2013,2013,Canada,Canada,CA,Canadian Standards Association,Association canadienne de normalisation,40449514,40449514
2013,2013,British Columbia,Colombie-Britannique,BC,Forest area certified,Superficie des forets certifiees,51954264,51954264
2013,2013,British Columbia,Colombie-Britannique,BC,Forest Stewardship Council,Forest Stewardship Council,2243519,2243519
2013,2013,British Columbia,Colombie-Britannique,BC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,27022013,27022013
2013,2013,British Columbia,Colombie-Britannique,BC,Canadian Standards Association,Association canadienne de normalisation,25529432,25529432
2013,2013,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest area certified,Superficie des forets certifiees,446,446
2013,2013,Prince Edward Island,Ile-du-Prince-eduard,PE,Forest Stewardship Council,Forest Stewardship Council,446,446
2013,2013,Prince Edward Island,Ile-du-Prince-eduard,PE,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2013,2013,Prince Edward Island,Ile-du-Prince-eduard,PE,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Manitoba,Manitoba,MB,Forest area certified,Superficie des forets certifiees,10571283,10571283
2013,2013,Manitoba,Manitoba,MB,Forest Stewardship Council,Forest Stewardship Council,0,0
2013,2013,Manitoba,Manitoba,MB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,1813694,1813694
2013,2013,Manitoba,Manitoba,MB,Canadian Standards Association,Association canadienne de normalisation,8757589,8757589
2013,2013,New Brunswick,Nouveau-Brunswick,NB,Forest area certified,Superficie des forets certifiees,3767868,3767868
2013,2013,New Brunswick,Nouveau-Brunswick,NB,Forest Stewardship Council,Forest Stewardship Council,228,228
2013,2013,New Brunswick,Nouveau-Brunswick,NB,Sustainable Forestry Initiative,Sustainable Forestry Initiative,3767640,3767640
2013,2013,New Brunswick,Nouveau-Brunswick,NB,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Nova Scotia,Nouvelle-ecosse,NS,Forest area certified,Superficie des forets certifiees,1439303,1439303
2013,2013,Nova Scotia,Nouvelle-ecosse,NS,Forest Stewardship Council,Forest Stewardship Council,663253,663253
2013,2013,Nova Scotia,Nouvelle-ecosse,NS,Sustainable Forestry Initiative,Sustainable Forestry Initiative,767128,767128
2013,2013,Nova Scotia,Nouvelle-ecosse,NS,Canadian Standards Association,Association canadienne de normalisation,10927,10927
2013,2013,Nunavut,Nunavut,NU,Forest Stewardship Council,Forest Stewardship Council,0,0
2013,2013,Nunavut,Nunavut,NU,Sustainable Forestry Initiative,Sustainable Forestry Initiative,0,0
2013,2013,Nunavut,Nunavut,NU,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Nunavut,Nunavut,NU,Forest area certified,Superficie des forets certifiees,0,0
2013,2013,Ontario,Ontario,ON,Forest area certified,Superficie des forets certifiees,24616367,24616367
2013,2013,Ontario,Ontario,ON,Forest Stewardship Council,Forest Stewardship Council,20268665,20268665
2013,2013,Ontario,Ontario,ON,Sustainable Forestry Initiative,Sustainable Forestry Initiative,9434590,9434590
2013,2013,Ontario,Ontario,ON,Canadian Standards Association,Association canadienne de normalisation,2051756,2051756
2013,2013,Quebec,Quebec,QC,Forest area certified,Superficie des forets certifiees,34832898,34832898
2013,2013,Quebec,Quebec,QC,Forest Stewardship Council,Forest Stewardship Council,28434233,28434233
2013,2013,Quebec,Quebec,QC,Sustainable Forestry Initiative,Sustainable Forestry Initiative,17636343,17636343
2013,2013,Quebec,Quebec,QC,Canadian Standards Association,Association canadienne de normalisation,0,0
2013,2013,Saskatchewan,Saskatchewan,SK,Forest area certified,Superficie des forets certifiees,5847958,5847958
2013,2013,Saskatchewan,Saskatchewan,SK,Forest Stewardship Council,Forest Stewardship Council,1831964,1831964
2013,2013,Saskatchewan,Saskatchewan,SK,Sustainable Forestry Initiative,Sustainable Forestry Initiative,4833672,4833672
