Année,Juridiction,SCIAN,Valeur
2018,Terre-Neuve-et-Labrador,Foresterie et exploitation forestière,310
2018,Terre-Neuve-et-Labrador,Fabrication du papier,340
2018,Terre-Neuve-et-Labrador,Activités de soutien à la foresterie,145
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,405
2018,Territoires du Nord-Ouest,Foresterie et exploitation forestière,5
2018,Territoires du Nord-Ouest,Fabrication du papier,0
2018,Territoires du Nord-Ouest,Activités de soutien à la foresterie,160
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2018,Nouvelle-Écosse,Foresterie et exploitation forestière,805
2018,Nouvelle-Écosse,Fabrication du papier,1240
2018,Nouvelle-Écosse,Activités de soutien à la foresterie,465
2018,Nouvelle-Écosse,Fabrication de produits en bois,1665
2018,Ontario,Foresterie et exploitation forestière,4155
2018,Ontario,Fabrication du papier,19840
2018,Ontario,Activités de soutien à la foresterie,2655
2018,Ontario,Fabrication de produits en bois,17985
2018,Île-du-Prince-Édouard,Foresterie et exploitation forestière,70
2018,Île-du-Prince-Édouard,Fabrication du papier,320
2018,Île-du-Prince-Édouard,Activités de soutien à la foresterie,50
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,160
2018,Québec,Foresterie et exploitation forestière,8420
2018,Québec,Fabrication du papier,19935
2018,Québec,Activités de soutien à la foresterie,5895
2018,Québec,Fabrication de produits en bois,30130
2018,Saskatchewan,Foresterie et exploitation forestière,365
2018,Saskatchewan,Fabrication du papier,305
2018,Saskatchewan,Activités de soutien à la foresterie,915
2018,Saskatchewan,Fabrication de produits en bois,1800
2018,Yukon,Foresterie et exploitation forestière,30
2018,Yukon,Fabrication du papier,0
2018,Yukon,Activités de soutien à la foresterie,25
2018,Yukon,Fabrication de produits en bois,5
2018,Nunavut,Foresterie et exploitation forestière,0
2018,Nunavut,Fabrication du papier,0
2018,Nunavut,Activités de soutien à la foresterie,0
2018,Nunavut,Fabrication de produits en bois,0
2019,Canada,Foresterie et exploitation forestière,31770
2019,Canada,Fabrication du papier,54340
2019,Canada,Activités de soutien à la foresterie,22945
2019,Canada,Fabrication de produits en bois,98130
2019,Alberta,Foresterie et exploitation forestière,2945
2019,Alberta,Fabrication du papier,2310
2019,Alberta,Activités de soutien à la foresterie,1900
2019,Alberta,Fabrication de produits en bois,9295
2019,Colombie-Britannique,Foresterie et exploitation forestière,12620
2019,Colombie-Britannique,Fabrication du papier,7670
2019,Colombie-Britannique,Activités de soutien à la foresterie,9370
2019,Colombie-Britannique,Fabrication de produits en bois,29565
2019,Manitoba,Foresterie et exploitation forestière,265
2019,Manitoba,Fabrication du papier,1355
2019,Manitoba,Activités de soutien à la foresterie,445
2019,Manitoba,Fabrication de produits en bois,2395
2019,Nouveau-Brunswick,Foresterie et exploitation forestière,2465
2019,Nouveau-Brunswick,Fabrication du papier,3065
2019,Nouveau-Brunswick,Activités de soutien à la foresterie,895
2019,Nouveau-Brunswick,Fabrication de produits en bois,5475
2019,Terre-Neuve-et-Labrador,Foresterie et exploitation forestière,255
2019,Terre-Neuve-et-Labrador,Fabrication du papier,335
2019,Terre-Neuve-et-Labrador,Activités de soutien à la foresterie,150
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,375
2019,Territoires du Nord-Ouest,Foresterie et exploitation forestière,10
2019,Territoires du Nord-Ouest,Fabrication du papier,0
2019,Territoires du Nord-Ouest,Activités de soutien à la foresterie,170
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2019,Nouvelle-Écosse,Foresterie et exploitation forestière,790
2019,Nouvelle-Écosse,Fabrication du papier,1230
2019,Nouvelle-Écosse,Activités de soutien à la foresterie,490
2019,Nouvelle-Écosse,Fabrication de produits en bois,1705
2019,Ontario,Foresterie et exploitation forestière,3925
2019,Ontario,Fabrication du papier,18985
2019,Ontario,Activités de soutien à la foresterie,2555
2019,Ontario,Fabrication de produits en bois,17395
2019,Île-du-Prince-Édouard,Foresterie et exploitation forestière,80
2019,Île-du-Prince-Édouard,Fabrication du papier,315
2019,Île-du-Prince-Édouard,Activités de soutien à la foresterie,55
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,160
2019,Québec,Foresterie et exploitation forestière,8015
2019,Québec,Fabrication du papier,18750
2019,Québec,Activités de soutien à la foresterie,5925
2019,Québec,Fabrication de produits en bois,29875
2019,Saskatchewan,Foresterie et exploitation forestière,370
2019,Saskatchewan,Fabrication du papier,325
2019,Saskatchewan,Activités de soutien à la foresterie,945
2019,Saskatchewan,Fabrication de produits en bois,1885
2019,Yukon,Foresterie et exploitation forestière,30
2019,Yukon,Fabrication du papier,0
2019,Yukon,Activités de soutien à la foresterie,45
2019,Yukon,Fabrication de produits en bois,0
2019,Nunavut,Foresterie et exploitation forestière,0
2019,Nunavut,Fabrication du papier,0
2019,Nunavut,Activités de soutien à la foresterie,0
2019,Nunavut,Fabrication de produits en bois,0
2020,Canada,Foresterie et exploitation forestière,28030
2020,Canada,Fabrication du papier,49420
2020,Canada,Activités de soutien à la foresterie,21460
2020,Canada,Fabrication de produits en bois,94305
2020,Alberta,Foresterie et exploitation forestière,3035
2020,Alberta,Fabrication du papier,2315
2020,Alberta,Activités de soutien à la foresterie,1710
2020,Alberta,Fabrication de produits en bois,8950
2020,Colombie-Britannique,Foresterie et exploitation forestière,10385
2020,Colombie-Britannique,Fabrication du papier,6695
2020,Colombie-Britannique,Activités de soutien à la foresterie,8840
2020,Colombie-Britannique,Fabrication de produits en bois,27285
2020,Manitoba,Foresterie et exploitation forestière,250
2020,Manitoba,Fabrication du papier,1435
2020,Manitoba,Activités de soutien à la foresterie,425
2020,Manitoba,Fabrication de produits en bois,2435
2020,Nouveau-Brunswick,Foresterie et exploitation forestière,2585
2020,Nouveau-Brunswick,Fabrication du papier,2910
2020,Nouveau-Brunswick,Activités de soutien à la foresterie,880
2020,Nouveau-Brunswick,Fabrication de produits en bois,5805
2020,Terre-Neuve-et-Labrador,Foresterie et exploitation forestière,245
2020,Terre-Neuve-et-Labrador,Fabrication du papier,305
2020,Terre-Neuve-et-Labrador,Activités de soutien à la foresterie,140
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,360
2020,Territoires du Nord-Ouest,Foresterie et exploitation forestière,10
2020,Territoires du Nord-Ouest,Fabrication du papier,0
2020,Territoires du Nord-Ouest,Activités de soutien à la foresterie,170
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2020,Nouvelle-Écosse,Foresterie et exploitation forestière,655
2020,Nouvelle-Écosse,Fabrication du papier,875
2020,Nouvelle-Écosse,Activités de soutien à la foresterie,495
2020,Nouvelle-Écosse,Fabrication de produits en bois,1630
2020,Ontario,Foresterie et exploitation forestière,3590
2020,Ontario,Fabrication du papier,17915
2020,Ontario,Activités de soutien à la foresterie,2340
2020,Ontario,Fabrication de produits en bois,17295
2020,Île-du-Prince-Édouard,Foresterie et exploitation forestière,75
2020,Île-du-Prince-Édouard,Fabrication du papier,325
2020,Île-du-Prince-Édouard,Activités de soutien à la foresterie,40
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,145
2020,Québec,Foresterie et exploitation forestière,6800
2020,Québec,Fabrication du papier,16405
2020,Québec,Activités de soutien à la foresterie,5455
2020,Québec,Fabrication de produits en bois,28075
2020,Saskatchewan,Foresterie et exploitation forestière,370
2020,Saskatchewan,Fabrication du papier,240
2020,Saskatchewan,Activités de soutien à la foresterie,930
2020,Saskatchewan,Fabrication de produits en bois,2310
2020,Yukon,Foresterie et exploitation forestière,30
2020,Yukon,Fabrication du papier,0
2020,Yukon,Activités de soutien à la foresterie,35
2020,Yukon,Fabrication de produits en bois,10
2020,Nunavut,Foresterie et exploitation forestière,0
2020,Nunavut,Fabrication du papier,0
2020,Nunavut,Activités de soutien à la foresterie,0
2020,Nunavut,Fabrication de produits en bois,0
2021,Canada,Foresterie et exploitation forestière,30980
2021,Canada,Fabrication du papier,52210
2021,Canada,Activités de soutien à la foresterie,23750
2021,Canada,Fabrication de produits en bois,106360
2021,Alberta,Foresterie et exploitation forestière,3785
2021,Alberta,Fabrication du papier,2870
2021,Alberta,Activités de soutien à la foresterie,1800
2021,Alberta,Fabrication de produits en bois,10115
2021,Colombie-Britannique,Foresterie et exploitation forestière,12375
2021,Colombie-Britannique,Fabrication du papier,7160
2021,Colombie-Britannique,Activités de soutien à la foresterie,10285
2021,Colombie-Britannique,Fabrication de produits en bois,30330
2021,Manitoba,Foresterie et exploitation forestière,325
2021,Manitoba,Fabrication du papier,1650
2021,Manitoba,Activités de soutien à la foresterie,485
2021,Manitoba,Fabrication de produits en bois,2925
2021,Nouveau-Brunswick,Foresterie et exploitation forestière,2305
2021,Nouveau-Brunswick,Fabrication du papier,2915
2021,Nouveau-Brunswick,Activités de soutien à la foresterie,810
2021,Nouveau-Brunswick,Fabrication de produits en bois,5750
2021,Terre-Neuve-et-Labrador,Foresterie et exploitation forestière,165
2021,Terre-Neuve-et-Labrador,Fabrication du papier,285
2021,Terre-Neuve-et-Labrador,Activités de soutien à la foresterie,145
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,385
2021,Territoires du Nord-Ouest,Foresterie et exploitation forestière,10
2021,Territoires du Nord-Ouest,Fabrication du papier,0
2021,Territoires du Nord-Ouest,Activités de soutien à la foresterie,175
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,10
2021,Nouvelle-Écosse,Foresterie et exploitation forestière,650
2021,Nouvelle-Écosse,Fabrication du papier,865
2021,Nouvelle-Écosse,Activités de soutien à la foresterie,430
2021,Nouvelle-Écosse,Fabrication de produits en bois,1880
2021,Ontario,Foresterie et exploitation forestière,3525
2021,Ontario,Fabrication du papier,19235
2021,Ontario,Activités de soutien à la foresterie,2795
2021,Ontario,Fabrication de produits en bois,19985
2021,Île-du-Prince-Édouard,Foresterie et exploitation forestière,65
2021,Île-du-Prince-Édouard,Fabrication du papier,320
2021,Île-du-Prince-Édouard,Activités de soutien à la foresterie,50
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,145
2021,Québec,Foresterie et exploitation forestière,7330
2021,Québec,Fabrication du papier,16635
2021,Québec,Activités de soutien à la foresterie,5710
2021,Québec,Fabrication de produits en bois,31240
2021,Saskatchewan,Foresterie et exploitation forestière,425
2021,Saskatchewan,Fabrication du papier,275
2021,Saskatchewan,Activités de soutien à la foresterie,1035
2021,Saskatchewan,Fabrication de produits en bois,3585
2021,Yukon,Foresterie et exploitation forestière,20
2021,Yukon,Fabrication du papier,0
2021,Yukon,Activités de soutien à la foresterie,30
2021,Yukon,Fabrication de produits en bois,10
2021,Nunavut,Foresterie et exploitation forestière,0
2021,Nunavut,Fabrication du papier,0
2021,Nunavut,Activités de soutien à la foresterie,0
2021,Nunavut,Fabrication de produits en bois,0
2022,Canada,Foresterie et exploitation forestière,31110
2022,Canada,Fabrication du papier,52825
2022,Canada,Activités de soutien à la foresterie,21580
2022,Canada,Fabrication de produits en bois,107145
2022,Alberta,Foresterie et exploitation forestière,4115
2022,Alberta,Fabrication du papier,3100
2022,Alberta,Activités de soutien à la foresterie,1745
2022,Alberta,Fabrication de produits en bois,10650
2022,Colombie-Britannique,Foresterie et exploitation forestière,13320
2022,Colombie-Britannique,Fabrication du papier,6620
2022,Colombie-Britannique,Activités de soutien à la foresterie,8895
2022,Colombie-Britannique,Fabrication de produits en bois,27285
2022,Manitoba,Foresterie et exploitation forestière,290
2022,Manitoba,Fabrication du papier,1840
2022,Manitoba,Activités de soutien à la foresterie,430
2022,Manitoba,Fabrication de produits en bois,3170
2022,Nouveau-Brunswick,Foresterie et exploitation forestière,1805
2022,Nouveau-Brunswick,Fabrication du papier,2835
2022,Nouveau-Brunswick,Activités de soutien à la foresterie,705
2022,Nouveau-Brunswick,Fabrication de produits en bois,5935
2022,Terre-Neuve-et-Labrador,Foresterie et exploitation forestière,100
2022,Terre-Neuve-et-Labrador,Fabrication du papier,320
2022,Terre-Neuve-et-Labrador,Activités de soutien à la foresterie,190
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,395
2022,Territoires du Nord-Ouest,Foresterie et exploitation forestière,10
2022,Territoires du Nord-Ouest,Fabrication du papier,0
2022,Territoires du Nord-Ouest,Activités de soutien à la foresterie,170
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,15
2022,Nouvelle-Écosse,Foresterie et exploitation forestière,560
2022,Nouvelle-Écosse,Fabrication du papier,820
2022,Nouvelle-Écosse,Activités de soutien à la foresterie,450
2022,Nouvelle-Écosse,Fabrication de produits en bois,1940
2022,Ontario,Foresterie et exploitation forestière,3255
2022,Ontario,Fabrication du papier,20095
2022,Ontario,Activités de soutien à la foresterie,3035
2022,Ontario,Fabrication de produits en bois,21600
2022,Île-du-Prince-Édouard,Foresterie et exploitation forestière,50
2022,Île-du-Prince-Édouard,Fabrication du papier,405
2022,Île-du-Prince-Édouard,Activités de soutien à la foresterie,45
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,160
2022,Québec,Foresterie et exploitation forestière,7240
2022,Québec,Fabrication du papier,16520
2022,Québec,Activités de soutien à la foresterie,4930
2022,Québec,Fabrication de produits en bois,32310
2022,Saskatchewan,Foresterie et exploitation forestière,345
2022,Saskatchewan,Fabrication du papier,270
2022,Saskatchewan,Activités de soutien à la foresterie,955
2022,Saskatchewan,Fabrication de produits en bois,3675
2022,Yukon,Foresterie et exploitation forestière,20
2022,Yukon,Fabrication du papier,0
2022,Yukon,Activités de soutien à la foresterie,30
2022,Yukon,Fabrication de produits en bois,10
2022,Nunavut,Foresterie et exploitation forestière,0
2022,Nunavut,Fabrication du papier,0
2022,Nunavut,Activités de soutien à la foresterie,0
2022,Nunavut,Fabrication de produits en bois,0
