Year,Année,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espèce,Area,Data_qualifier,Superficie,Qualificatifs_de_données
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'épinette,50767,a,50767,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,3083,a,3083,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'épinette,46839,a,46839,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,a,0,a
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Spongy moth,Spongieuse,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Large aspen tortrix,Tordeuse du tremble,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Spruce beetle,Dendroctone de l'épinette,533,e,533,e
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Aspen twoleaf tier,Noctuelle décolorie,0,n,0,n
2014,2014,NS,Nova Scotia,Nouvelle-Écosse,Other,Autres,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'épinette,76400,e,76400,e
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livrée des forêts,1200,e,1200,e
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'épinette,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'épinette,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,0,u,0,u
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,270839,e,270839,e
2014,2014,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'épinette,30317,a,30317,a
2014,2014,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,22010,a,22010,a
2014,2014,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2014,2014,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2014,2014,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,468866,a,468866,a
2014,2014,ON,Ontario,Ontario,Spongy moth,Spongieuse,23335,a,23335,a
2014,2014,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2014,2014,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2014,2014,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2014,2014,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2014,2014,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2014,2014,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2014,2014,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2014,2014,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2014,2014,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,749,a,749,a
2014,2014,ON,Ontario,Ontario,Other,Autres,64814,a,64814,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,s,0,s
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,0,s,0,s
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Spongy moth,Spongieuse,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,u,0,u
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce beetle,Dendroctone de l'épinette,50,e,50,e
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Aspen twoleaf tier,Noctuelle décolorie,0,s,0,s
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Other,Autres,25,e,25,e
2014,2014,QC,Quebec,Québec,Spruce budworm,Tordeuse des bourgeons de l'épinette,3381829,a,3381829,a
2014,2014,QC,Quebec,Québec,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2014,2014,QC,Quebec,Québec,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2014,2014,QC,Quebec,Québec,Hemlock looper,Arpenteuse de la pruche,14915,a,14915,a
2014,2014,QC,Quebec,Québec,Forest tent caterpillar,Livrée des forêts,918,a,918,a
2014,2014,QC,Quebec,Québec,Spongy moth,Spongieuse,0,a,0,a
2014,2014,QC,Quebec,Québec,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2014,2014,QC,Quebec,Québec,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2014,2014,QC,Quebec,Québec,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2014,2014,QC,Quebec,Québec,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2014,2014,QC,Quebec,Québec,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2014,2014,QC,Quebec,Québec,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2014,2014,QC,Quebec,Québec,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2014,2014,QC,Quebec,Québec,Spruce beetle,Dendroctone de l'épinette,0,u,0,u
2014,2014,QC,Quebec,Québec,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2014,2014,QC,Quebec,Québec,Other,Autres,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livrée des forêts,250126,a,250126,a
2014,2014,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,53891,a,53891,a
2014,2014,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2014,2014,SK,Saskatchewan,Saskatchewan,Other,Autres,159,a,159,a
2014,2014,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,u,0,u
2014,2014,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2014,2014,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,u,0,u
2014,2014,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2014,2014,YT,Yukon,Yukon,Forest tent caterpillar,Livrée des forêts,0,u,0,u
2014,2014,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,u,0,u
2014,2014,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2014,2014,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2014,2014,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
2014,2014,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,27,e,27,e
2014,2014,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'épinette,0,u,0,u
2014,2014,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,6123,e,6123,e
2014,2014,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,u,0,u
2014,2014,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'épinette,82,e,82,e
2014,2014,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle décolorie,0,u,0,u
2014,2014,YT,Yukon,Yukon,Other,Autres,0,u,0,u
2015,2015,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle décolorie,536,r,536,r
2015,2015,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2015,2015,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2015,2015,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,3564,a,3564,a
2015,2015,AB,Alberta,Alberta,Forest tent caterpillar,Livrée des forêts,1586486,r,1586486,r
2015,2015,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,a,0,a
2015,2015,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2015,2015,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2015,2015,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,54444,r,54444,r
2015,2015,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,1121477,a,1121477,a
2015,2015,AB,Alberta,Alberta,Other,Autres,0,a,0,a
2015,2015,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'épinette,1405,a,1405,a
2015,2015,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'épinette,51750,a,51750,a
2015,2015,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2015,2015,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2015,2015,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse à tête noire de l'épinette,301,a,301,a
2015,2015,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,22452,a,22452,a
2015,2015,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livrée des forêts,609999,a,609999,a
2015,2015,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,326477,a,326477,a
2015,2015,BC,British Columbia,Colombie-Britannique,Other,Autres,3390885,a,3390885,a
2015,2015,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'épinette,194050,a,194050,a
2015,2015,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2015,2015,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'épinette,9135,a,9135,a
2015,2015,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle décolorie,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Forest tent caterpillar,Livrée des forêts,1411322,e,1411322,e
2015,2015,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,3285,a,3285,a
2015,2015,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Other,Autres,69611,e,69611,e
2015,2015,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'épinette,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2015,2015,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,e,0,e
2015,2015,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'épinette,0,e,0,e
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,2730,a,2730,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'épinette,46839,a,46839,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'épinette,36352,a,36352,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Aspen twoleaf tier,Noctuelle décolorie,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Spongy moth,Spongieuse,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Large aspen tortrix,Tordeuse du tremble,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Other,Autres,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Spruce beetle,Dendroctone de l'épinette,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,u,0,u
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2015,2015,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livrée des forêts,102901,e,102901,e
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,u,0,u
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,u,0,u
