Year,Jurisdiction,Export market,Value (dollars)
2012,Manitoba,Oceania,647095
2012,Manitoba,Other,3244193
2012,Manitoba,South & Central America,41409932
2012,Manitoba,South Korea,2842684
2012,Manitoba,Taiwan,68369
2012,Manitoba,United States,260804847
2012,New Brunswick,Africa,751
2012,New Brunswick,China,82532919
2012,New Brunswick,Eurpoean Union,18104960
2012,New Brunswick,India,87501870
2012,New Brunswick,Japan,64388
2012,New Brunswick,Middle East,42826593
2012,New Brunswick,Oceania,121208
2012,New Brunswick,Other,73602325
2012,New Brunswick,South & Central America,22281670
2012,New Brunswick,Taiwan,11627
2012,New Brunswick,United States,1094571264
2012,Newfoundland and Labrador,Eurpoean Union,16397101
2012,Newfoundland and Labrador,India,183235
2012,Newfoundland and Labrador,Middle East,2231338
2012,Newfoundland and Labrador,Oceania,841
2012,Newfoundland and Labrador,Other,9230
2012,Newfoundland and Labrador,South & Central America,41616032
2012,Newfoundland and Labrador,United States,57637773
2012,Northwest Territories,China,7200
2012,Northwest Territories,Eurpoean Union,77076
2012,Northwest Territories,Middle East,43894
2012,Nova Scotia,Africa,272738
2012,Nova Scotia,China,18307962
2012,Nova Scotia,Eurpoean Union,61949159
2012,Nova Scotia,India,22074073
2012,Nova Scotia,Japan,1077
2012,Nova Scotia,Middle East,32280012
2012,Nova Scotia,Oceania,377628
2012,Nova Scotia,Other,24150553
2012,Nova Scotia,South & Central America,17996223
2012,Nova Scotia,South Korea,382294
2012,Nova Scotia,Taiwan,4698
2012,Nova Scotia,United States,206681423
2012,Nunavut,China,62875
2012,Nunavut,Eurpoean Union,5175
2012,Ontario,Africa,1829589
2012,Ontario,China,71424900
2012,Ontario,Eurpoean Union,37868625
2012,Ontario,India,3884994
2012,Ontario,Japan,7121534
2012,Ontario,Middle East,7422049
2012,Ontario,Oceania,7313848
2012,Ontario,Other,9223351
2012,Ontario,South & Central America,58584876
2012,Ontario,South Korea,2895342
2012,Ontario,Taiwan,1129928
2012,Ontario,United States,3372551387
2012,Prince Edward Island,China,30240
2012,Prince Edward Island,Eurpoean Union,3317
2012,Prince Edward Island,Japan,57586
2012,Prince Edward Island,Middle East,44662
2012,Prince Edward Island,Oceania,4032
2012,Prince Edward Island,Other,18144
2012,Prince Edward Island,South & Central America,16046
2012,Prince Edward Island,South Korea,1260
2012,Prince Edward Island,United States,1447872
2012,Quebec,Africa,20783054
2012,Quebec,China,324006139
2012,Quebec,Eurpoean Union,309436729
2012,Quebec,India,169601457
2012,Quebec,Japan,18023533
2012,Quebec,Middle East,168150753
2012,Quebec,Oceania,1542815
2012,Quebec,Other,83689765
2012,Quebec,South & Central America,371924760
2012,Quebec,South Korea,55757936
2012,Quebec,Taiwan,9612397
2012,Quebec,United States,5276294994
2012,Saskatchewan,Africa,3338
2012,Saskatchewan,China,113624954
2012,Saskatchewan,Eurpoean Union,10890
2012,Saskatchewan,India,447356
2012,Saskatchewan,Japan,602989
2012,Saskatchewan,Middle East,88
2012,Saskatchewan,Oceania,3424
2012,Saskatchewan,Other,76200973
2012,Saskatchewan,South & Central America,70027
2012,Saskatchewan,South Korea,7977782
2012,Saskatchewan,Taiwan,1745278
2012,Saskatchewan,United States,176501374
2012,Yukon,South & Central America,6179
2012,Yukon,United States,129039
2013,Canada,Africa,34764845
2013,Canada,China,4667199690
2013,Canada,Eurpoean Union,932724212
2013,Canada,India,372622329
2013,Canada,Japan,1555337144
2013,Canada,Middle East,419367805
2013,Canada,Oceania,139806059
2013,Canada,Other,762469294
2013,Canada,South & Central America,724906127
2013,Canada,South Korea,491843170
2013,Canada,Taiwan,226734512
2013,Canada,United States,18185304403
2013,Alberta,Africa,139023
2013,Alberta,China,363059373
2013,Alberta,Eurpoean Union,44664364
2013,Alberta,India,241645
2013,Alberta,Japan,218660397
2013,Alberta,Middle East,4950108
2013,Alberta,Oceania,13059299
2013,Alberta,Other,33905317
2013,Alberta,South & Central America,38245908
2013,Alberta,South Korea,105553889
2013,Alberta,Taiwan,24051567
2013,Alberta,United States,1504940803
2013,British Columbia,Africa,2073770
2013,British Columbia,China,3617830492
2013,British Columbia,Eurpoean Union,494053294
2013,British Columbia,India,70711564
2013,British Columbia,Japan,1310574023
2013,British Columbia,Middle East,60309387
2013,British Columbia,Oceania,117159349
2013,British Columbia,Other,353941587
2013,British Columbia,South & Central America,123457659
2013,British Columbia,South Korea,300571996
2013,British Columbia,Taiwan,177078345
2013,British Columbia,United States,4895806472
2013,Manitoba,Africa,1354615
2013,Manitoba,China,653718
2013,Manitoba,Eurpoean Union,2452276
2013,Manitoba,India,494413
2013,Manitoba,Japan,32174
2013,Manitoba,Middle East,30311127
2013,Manitoba,Oceania,126744
2013,Manitoba,Other,1283309
2013,Manitoba,South & Central America,35965816
2013,Manitoba,South Korea,3767959
2013,Manitoba,Taiwan,27932
2013,Manitoba,United States,288604655
2013,New Brunswick,Africa,1337320
2013,New Brunswick,China,89428980
2013,New Brunswick,Eurpoean Union,19599391
2013,New Brunswick,India,66686657
2013,New Brunswick,Japan,70936
2013,New Brunswick,Middle East,52982500
2013,New Brunswick,Oceania,149958
2013,New Brunswick,Other,108811301
2013,New Brunswick,South & Central America,17433024
2013,New Brunswick,South Korea,7942
2013,New Brunswick,Taiwan,39411
2013,New Brunswick,United States,1151006083
2013,Newfoundland and Labrador,Eurpoean Union,3417365
2013,Newfoundland and Labrador,India,1150047
2013,Newfoundland and Labrador,Middle East,132659
2013,Newfoundland and Labrador,Oceania,27204
2013,Newfoundland and Labrador,Other,152451
2013,Newfoundland and Labrador,South & Central America,31148079
2013,Newfoundland and Labrador,United States,64415195
2013,Northwest Territories,Eurpoean Union,43426
2013,Nova Scotia,Africa,176742
2013,Nova Scotia,China,63071704
2013,Nova Scotia,Eurpoean Union,33612361
2013,Nova Scotia,India,15338960
2013,Nova Scotia,Japan,71029
2013,Nova Scotia,Middle East,71203792
2013,Nova Scotia,Oceania,38315
2013,Nova Scotia,Other,70687138
2013,Nova Scotia,South & Central America,11947664
2013,Nova Scotia,South Korea,691612
2013,Nova Scotia,Taiwan,480026
2013,Nova Scotia,United States,369036916
2013,Nunavut,Eurpoean Union,372
2013,Nunavut,South & Central America,19987
2013,Nunavut,South Korea,23222
2013,Nunavut,Taiwan,5085
2013,Ontario,Africa,2818310
2013,Ontario,China,69111818
2013,Ontario,Eurpoean Union,33342013
2013,Ontario,India,10562950
2013,Ontario,Japan,6967431
2013,Ontario,Middle East,7187255
2013,Ontario,Oceania,7765414
2013,Ontario,Other,8973141
2013,Ontario,South & Central America,56254081
2013,Ontario,South Korea,1967220
2013,Ontario,Taiwan,1869702
2013,Ontario,United States,3534656840
2013,Prince Edward Island,Africa,41
2013,Prince Edward Island,Eurpoean Union,5406
2013,Prince Edward Island,Japan,6022
2013,Prince Edward Island,Middle East,39940
2013,Prince Edward Island,Oceania,6372
2013,Prince Edward Island,Other,345
2013,Prince Edward Island,South & Central America,528092
2013,Prince Edward Island,South Korea,37
2013,Prince Edward Island,United States,1591323
2013,Quebec,Africa,26864190
2013,Quebec,China,324810639
2013,Quebec,Eurpoean Union,301491902
2013,Quebec,India,205171545
2013,Quebec,Japan,16119421
2013,Quebec,Middle East,192249935
2013,Quebec,Oceania,1466760
2013,Quebec,Other,121228354
2013,Quebec,South & Central America,409600765
2013,Quebec,South Korea,77640378
2013,Quebec,Taiwan,23182444
2013,Quebec,United States,6142307756
2013,Saskatchewan,Africa,834
2013,Saskatchewan,China,139232966
2013,Saskatchewan,Eurpoean Union,42042
2013,Saskatchewan,India,2264548
2013,Saskatchewan,Japan,2835711
2013,Saskatchewan,Middle East,1102
2013,Saskatchewan,Oceania,6644
2013,Saskatchewan,Other,63486351
2013,Saskatchewan,South & Central America,305052
2013,Saskatchewan,South Korea,1618915
2013,Saskatchewan,United States,232779453
2013,Yukon,United States,158907
2014,Canada,Africa,50353130
2014,Canada,China,4775445382
2014,Canada,Eurpoean Union,1001931029
2014,Canada,India,453047227
2014,Canada,Japan,1500981032
2014,Canada,Middle East,348028986
2014,Canada,Oceania,128965233
2014,Canada,Other,875321665
2014,Canada,South & Central America,703547693
2014,Canada,South Korea,496731474
2014,Canada,Taiwan,260065395
2014,Canada,United States,20364576523
2014,Alberta,Africa,46897
2014,Alberta,China,357814402
2014,Alberta,Eurpoean Union,37516535
2014,Alberta,India,3069948
2014,Alberta,Japan,207236097
2014,Alberta,Middle East,6382421
2014,Alberta,Oceania,16035071
2014,Alberta,Other,29857756
2014,Alberta,South & Central America,33913720
2014,Alberta,South Korea,82828200
2014,Alberta,Taiwan,26157611
2014,Alberta,United States,1897086434
2014,British Columbia,Africa,2226947
2014,British Columbia,China,3724644298
2014,British Columbia,Eurpoean Union,460791205
2014,British Columbia,India,89478294
2014,British Columbia,Japan,1261409077
2014,British Columbia,Middle East,65130843
2014,British Columbia,Oceania,103389445
2014,British Columbia,Other,451856581
2014,British Columbia,South & Central America,121360739
2014,British Columbia,South Korea,326977393
2014,British Columbia,Taiwan,202189896
2014,British Columbia,United States,5439909039
2014,Manitoba,Africa,2003279
2014,Manitoba,China,728629
2014,Manitoba,Eurpoean Union,3365328
2014,Manitoba,India,240131
2014,Manitoba,Japan,344306
2014,Manitoba,Middle East,35181448
2014,Manitoba,Oceania,118517
2014,Manitoba,Other,994744
2014,Manitoba,South & Central America,44587098
2014,Manitoba,South Korea,3336481
2014,Manitoba,Taiwan,21440
2014,Manitoba,United States,296675034
2014,New Brunswick,Africa,66955
2014,New Brunswick,China,67458706
2014,New Brunswick,Eurpoean Union,27057143
2014,New Brunswick,India,95130137
2014,New Brunswick,Japan,215401
2014,New Brunswick,Middle East,23608557
2014,New Brunswick,Oceania,130296
2014,New Brunswick,Other,109045323
2014,New Brunswick,South & Central America,27067341
2014,New Brunswick,Taiwan,17707
2014,New Brunswick,United States,1254256382
2014,Newfoundland and Labrador,Eurpoean Union,14708963
2014,Newfoundland and Labrador,India,16556737
2014,Newfoundland and Labrador,Middle East,36653820
2014,Newfoundland and Labrador,Oceania,210
2014,Newfoundland and Labrador,Other,637279
2014,Newfoundland and Labrador,South & Central America,34154825
2014,Newfoundland and Labrador,United States,71329563
2014,Northwest Territories,Other,9045
2014,Northwest Territories,United States,12666
2014,Nova Scotia,Africa,245470
2014,Nova Scotia,China,100534838
2014,Nova Scotia,Eurpoean Union,36405350
2014,Nova Scotia,India,818026
2014,Nova Scotia,Japan,33102
2014,Nova Scotia,Middle East,10902745
2014,Nova Scotia,Oceania,87147
2014,Nova Scotia,Other,116092300
2014,Nova Scotia,South & Central America,8485295
2014,Nova Scotia,South Korea,339905
2014,Nova Scotia,United States,334984090
2014,Nunavut,China,44458
2014,Nunavut,Eurpoean Union,4097
2014,Nunavut,India,7216
2014,Nunavut,South & Central America,360
2014,Ontario,Africa,1659928
2014,Ontario,China,64135014
2014,Ontario,Eurpoean Union,35397337
2014,Ontario,India,5373279
2014,Ontario,Japan,7647351
2014,Ontario,Middle East,7488800
2014,Ontario,Oceania,7163938
2014,Ontario,Other,9303870
2014,Ontario,South & Central America,57379243
2014,Ontario,South Korea,2977508
2014,Ontario,Taiwan,1223451
2014,Ontario,United States,3883260329
2014,Prince Edward Island,Africa,37231
2014,Prince Edward Island,Eurpoean Union,11227
2014,Prince Edward Island,India,90
2014,Prince Edward Island,Japan,4181
2014,Prince Edward Island,Middle East,280
2014,Prince Edward Island,Oceania,56904
2014,Prince Edward Island,Other,1117
2014,Prince Edward Island,South & Central America,8917
2014,Prince Edward Island,South Korea,1377
2014,Prince Edward Island,United States,6213957
2014,Quebec,Africa,44065304
2014,Quebec,China,302187777
2014,Quebec,Eurpoean Union,386551229
2014,Quebec,India,242373369
2014,Quebec,Japan,19881984
2014,Quebec,Middle East,162639230
2014,Quebec,Oceania,1979257
2014,Quebec,Other,102692718
2014,Quebec,South & Central America,376178952
2014,Quebec,South Korea,79884116
2014,Quebec,Taiwan,30455290
2014,Quebec,United States,6959832951
2014,Saskatchewan,Africa,1119
2014,Saskatchewan,China,157897260
2014,Saskatchewan,Eurpoean Union,120917
2014,Saskatchewan,Japan,4209533
2014,Saskatchewan,Middle East,40842
2014,Saskatchewan,Oceania,4448
2014,Saskatchewan,Other,54830932
2014,Saskatchewan,South & Central America,411203
2014,Saskatchewan,South Korea,386494
2014,Saskatchewan,United States,220759366
2014,Yukon,Eurpoean Union,1698
2014,Yukon,United States,256712
2015,Canada,Africa,25540695
2015,Canada,China,4951825640
2015,Canada,Eurpoean Union,1016047558
2015,Canada,India,449352760
2015,Canada,Japan,1418174167
2015,Canada,Middle East,302071234
2015,Canada,Oceania,155561373
2015,Canada,Other,787281654
2015,Canada,South & Central America,633606582
2015,Canada,South Korea,515019514
2015,Canada,Taiwan,284229397
2015,Canada,United States,22299069362
2015,Alberta,Africa,25974
2015,Alberta,China,513721371
2015,Alberta,Eurpoean Union,39125690
2015,Alberta,India,3785900
2015,Alberta,Japan,202678385
2015,Alberta,Middle East,1770008
2015,Alberta,Oceania,13712737
2015,Alberta,Other,37562108
2015,Alberta,South & Central America,28432116
2015,Alberta,South Korea,96182304
2015,Alberta,Taiwan,29070190
2015,Alberta,United States,2040290776
2015,British Columbia,Africa,1652788
2015,British Columbia,China,3624643959
2015,British Columbia,Eurpoean Union,446039706
2015,British Columbia,India,66636826
2015,British Columbia,Japan,1183226986
2015,British Columbia,Middle East,50839868
2015,British Columbia,Oceania,132289777
2015,British Columbia,Other,463750355
2015,British Columbia,South & Central America,111179405
2015,British Columbia,South Korea,339735268
2015,British Columbia,Taiwan,198012717
2015,British Columbia,United States,6006550629
2015,Manitoba,Africa,364988
2015,Manitoba,China,4393363
2015,Manitoba,Eurpoean Union,3328744
2015,Manitoba,India,1001389
2015,Manitoba,Japan,215209
2015,Manitoba,Middle East,27309812
2015,Manitoba,Oceania,329217
2015,Manitoba,Other,4061773
2015,Manitoba,South & Central America,28350927
2015,Manitoba,South Korea,2529555
2015,Manitoba,Taiwan,72881
2015,Manitoba,United States,320210830
2015,New Brunswick,Africa,362264
2015,New Brunswick,China,64290540
2015,New Brunswick,Eurpoean Union,24955141
2015,New Brunswick,India,106541430
2015,New Brunswick,Japan,40911
2015,New Brunswick,Middle East,36263900
2015,New Brunswick,Oceania,130627
2015,New Brunswick,Other,137710032
2015,New Brunswick,South & Central America,24998635
2015,New Brunswick,South Korea,35355
2015,New Brunswick,Taiwan,13989
2015,New Brunswick,United States,1299973301
2015,Newfoundland and Labrador,Eurpoean Union,18841456
2015,Newfoundland and Labrador,India,8826618
2015,Newfoundland and Labrador,Middle East,18290397
2015,Newfoundland and Labrador,Oceania,447
2015,Newfoundland and Labrador,Other,248086
2015,Newfoundland and Labrador,South & Central America,31998517
2015,Newfoundland and Labrador,South Korea,3074
2015,Newfoundland and Labrador,United States,94338097
2015,Northwest Territories,United States,12831
2015,Nova Scotia,Africa,16246
2015,Nova Scotia,China,153084968
2015,Nova Scotia,Eurpoean Union,29410693
2015,Nova Scotia,India,710964
2015,Nova Scotia,Japan,202090
2015,Nova Scotia,Middle East,63617759
2015,Nova Scotia,Oceania,120877
2015,Nova Scotia,Other,36432276
2015,Nova Scotia,South & Central America,11314161
2015,Nova Scotia,South Korea,424461
2015,Nova Scotia,United States,340672825
2015,Nunavut,Eurpoean Union,37229
2015,Nunavut,India,5507
2015,Nunavut,Middle East,10
2015,Ontario,Africa,1475718
2015,Ontario,China,88359562
2015,Ontario,Eurpoean Union,29125579
2015,Ontario,India,11059456
2015,Ontario,Japan,8657723
2015,Ontario,Middle East,7778338
2015,Ontario,Oceania,7222390
2015,Ontario,Other,8156658
2015,Ontario,South & Central America,80527334
2015,Ontario,South Korea,4941149
2015,Ontario,Taiwan,1195613
2015,Ontario,United States,4335072449
2015,Prince Edward Island,China,74937
2015,Prince Edward Island,Eurpoean Union,28685
2015,Prince Edward Island,India,62304
2015,Prince Edward Island,Middle East,33690
2015,Prince Edward Island,Oceania,60822
2015,Prince Edward Island,Other,12746
2015,Prince Edward Island,South Korea,1735
2015,Prince Edward Island,United States,20984706
2015,Quebec,Africa,21641713
2015,Quebec,China,363635482
2015,Quebec,Eurpoean Union,425143258
2015,Quebec,India,250722366
2015,Quebec,Japan,18518908
2015,Quebec,Middle East,96167452
2015,Quebec,Oceania,1683384
2015,Quebec,Other,75125658
2015,Quebec,South & Central America,316436800
2015,Quebec,South Korea,70270501
2015,Quebec,Taiwan,55842587
2015,Quebec,United States,7578192187
2015,Saskatchewan,Africa,1004
2015,Saskatchewan,China,139621458
2015,Saskatchewan,Eurpoean Union,11377
2015,Saskatchewan,Japan,4633955
2015,Saskatchewan,Oceania,11095
2015,Saskatchewan,Other,24221962
2015,Saskatchewan,South & Central America,368687
2015,Saskatchewan,South Korea,896112
2015,Saskatchewan,Taiwan,21420
2015,Saskatchewan,United States,262428830
2015,Yukon,United States,341901
2016,Canada,Africa,25171028
2016,Canada,China,4807327953
2016,Canada,Eurpoean Union,1170388567
2016,Canada,India,490570187
2016,Canada,Japan,1440256706
2016,Canada,Middle East,230411117
2016,Canada,Oceania,179022973
2016,Canada,Other,898608058
2016,Canada,South & Central America,582204320
2016,Canada,South Korea,479344520
2016,Canada,Taiwan,248878246
2016,Canada,United States,23989907420
2016,Alberta,Africa,171426
2016,Alberta,China,516969388
2016,Alberta,Eurpoean Union,33804501
2016,Alberta,India,3149541
2016,Alberta,Japan,183594684
2016,Alberta,Middle East,7603696
2016,Alberta,Oceania,16617948
2016,Alberta,Other,49546186
2016,Alberta,South & Central America,20784178
2016,Alberta,South Korea,74320773
2016,Alberta,Taiwan,33366922
2016,Alberta,United States,2192598197
2016,British Columbia,Africa,1853869
2016,British Columbia,China,3356601036
2016,British Columbia,Eurpoean Union,559010827
2016,British Columbia,India,68346792
2016,British Columbia,Japan,1222644792
2016,British Columbia,Middle East,44137446
2016,British Columbia,Oceania,148298109
2016,British Columbia,Other,554483582
2016,British Columbia,South & Central America,116498390
2016,British Columbia,South Korea,325788441
2016,British Columbia,Taiwan,148817625
2016,British Columbia,United States,6991782268
2016,Manitoba,Africa,1011430
2016,Manitoba,China,11400737
2016,Manitoba,Eurpoean Union,3742598
2016,Manitoba,India,79111
2016,Manitoba,Japan,313771
2016,Manitoba,Middle East,21076684
2016,Manitoba,Oceania,255834
2016,Manitoba,Other,3097176
2016,Manitoba,South & Central America,12441482
2016,Manitoba,South Korea,2117928
2016,Manitoba,Taiwan,84844
2016,Manitoba,United States,382987083
2016,New Brunswick,China,39178692
2016,New Brunswick,Eurpoean Union,26438762
2016,New Brunswick,India,121227192
2016,New Brunswick,Japan,97146
2016,New Brunswick,Middle East,23336815
2016,New Brunswick,Oceania,92154
2016,New Brunswick,Other,150065804
2016,New Brunswick,South & Central America,26767230
2016,New Brunswick,Taiwan,41684
2016,New Brunswick,United States,1337102245
2016,Newfoundland and Labrador,China,150304
2016,Newfoundland and Labrador,Eurpoean Union,24130955
2016,Newfoundland and Labrador,India,14651658
2016,Newfoundland and Labrador,Middle East,17123001
2016,Newfoundland and Labrador,Oceania,718
2016,Newfoundland and Labrador,Other,256655
2016,Newfoundland and Labrador,South & Central America,12855974
2016,Newfoundland and Labrador,South Korea,178
2016,Newfoundland and Labrador,Taiwan,28050
2016,Newfoundland and Labrador,United States,84995982
2016,Northwest Territories,Other,10500
2016,Northwest Territories,South Korea,15156
2016,Northwest Territories,United States,18854
2016,Nova Scotia,Africa,2250
2016,Nova Scotia,China,180982739
2016,Nova Scotia,Eurpoean Union,26616873
2016,Nova Scotia,India,973406
2016,Nova Scotia,Japan,59168
2016,Nova Scotia,Middle East,14159631
2016,Nova Scotia,Oceania,774251
2016,Nova Scotia,Other,34219252
2016,Nova Scotia,South & Central America,18847944
2016,Nova Scotia,South Korea,389019
2016,Nova Scotia,Taiwan,116342
2016,Nova Scotia,United States,281665139
2016,Nunavut,Oceania,80
2016,Ontario,Africa,940650
2016,Ontario,China,87300243
2016,Ontario,Eurpoean Union,27714053
2016,Ontario,India,16979381
2016,Ontario,Japan,8856958
2016,Ontario,Middle East,7341279
2016,Ontario,Oceania,9137310
2016,Ontario,Other,9642375
2016,Ontario,South & Central America,71755350
2016,Ontario,South Korea,3283305
2016,Ontario,Taiwan,1845833
2016,Ontario,United States,4615933421
2016,Prince Edward Island,Eurpoean Union,14385
2016,Prince Edward Island,India,38491
2016,Prince Edward Island,Oceania,300
2016,Prince Edward Island,Other,909
2016,Prince Edward Island,South Korea,9
2016,Prince Edward Island,United States,26093741
2016,Quebec,Africa,21190227
2016,Quebec,China,422554050
2016,Quebec,Eurpoean Union,467779502
2016,Quebec,India,264730826
2016,Quebec,Japan,24019712
2016,Quebec,Middle East,95626770
2016,Quebec,Oceania,3846013
2016,Quebec,Other,56083493
2016,Quebec,South & Central America,301381828
2016,Quebec,South Korea,72418003
2016,Quebec,Taiwan,64576946
2016,Quebec,United States,7767464620
2016,Saskatchewan,Africa,1176
2016,Saskatchewan,China,192190764
2016,Saskatchewan,Eurpoean Union,1136111
2016,Saskatchewan,India,393789
2016,Saskatchewan,Japan,670475
2016,Saskatchewan,Oceania,256
2016,Saskatchewan,Other,41202126
2016,Saskatchewan,South & Central America,871944
2016,Saskatchewan,South Korea,1011708
2016,Saskatchewan,United States,308917224
2016,Yukon,Middle East,5795
2016,Yukon,United States,348646
2017,Canada,Africa,20651810
2017,Canada,China,5489648041
2017,Canada,Eurpoean Union,1111242072
2017,Canada,India,496642235
2017,Canada,Japan,1493492246
2017,Canada,Middle East,214411743
2017,Canada,Oceania,182640866
2017,Canada,Other,1069285331
2017,Canada,South & Central America,590141963
2017,Canada,South Korea,612714148
2017,Canada,Taiwan,219915666
2017,Canada,United States,24387906782
2017,Alberta,Africa,171220
2017,Alberta,China,585903587
2017,Alberta,Eurpoean Union,22881398
2017,Alberta,India,1906662
2017,Alberta,Japan,157866284
2017,Alberta,Middle East,3975454
2017,Alberta,Oceania,23348461
2017,Alberta,Other,62339629
2017,Alberta,South & Central America,3747553
2017,Alberta,South Korea,95197645
2017,Alberta,Taiwan,29968938
2017,Alberta,United States,2478369842
2017,British Columbia,Africa,1436438
2017,British Columbia,China,3800428025
2017,British Columbia,Eurpoean Union,517676396
2017,British Columbia,India,81624266
2017,British Columbia,Japan,1303120096
2017,British Columbia,Middle East,40975103
2017,British Columbia,Oceania,132632902
2017,British Columbia,Other,639129568
2017,British Columbia,South & Central America,144301013
2017,British Columbia,South Korea,395278561
2017,British Columbia,Taiwan,170345132
2017,British Columbia,United States,6777923471
2017,Manitoba,Africa,1066598
2017,Manitoba,China,32706208
2017,Manitoba,Eurpoean Union,4890895
2017,Manitoba,India,1357960
2017,Manitoba,Japan,192677
2017,Manitoba,Middle East,15784622
2017,Manitoba,Oceania,174818
2017,Manitoba,Other,5912073
2017,Manitoba,South & Central America,20564189
2017,Manitoba,South Korea,2990039
2017,Manitoba,Taiwan,82586
2017,Manitoba,United States,391461402
2017,New Brunswick,Africa,1397081
2017,New Brunswick,China,54291796
2017,New Brunswick,Eurpoean Union,26474025
2017,New Brunswick,India,143422288
2017,New Brunswick,Japan,516617
2017,New Brunswick,Middle East,35169513
2017,New Brunswick,Oceania,100447
2017,New Brunswick,Other,164432382
2017,New Brunswick,South & Central America,27529088
2017,New Brunswick,South Korea,1016149
2017,New Brunswick,United States,1370559647
2017,Newfoundland and Labrador,Africa,25
2017,Newfoundland and Labrador,Eurpoean Union,3691816
2017,Newfoundland and Labrador,India,14334914
2017,Newfoundland and Labrador,Middle East,3795817
2017,Newfoundland and Labrador,Oceania,3311
2017,Newfoundland and Labrador,Other,68372
2017,Newfoundland and Labrador,South & Central America,11493873
2017,Newfoundland and Labrador,South Korea,180
2017,Newfoundland and Labrador,Taiwan,395960
2017,Newfoundland and Labrador,United States,94508651
2017,Northwest Territories,United States,8922
2017,Nova Scotia,Africa,14086
2017,Nova Scotia,China,154757465
2017,Nova Scotia,Eurpoean Union,41292278
2017,Nova Scotia,India,9417136
2017,Nova Scotia,Japan,6793
2017,Nova Scotia,Middle East,12227999
2017,Nova Scotia,Oceania,14047867
2017,Nova Scotia,Other,54749776
2017,Nova Scotia,South & Central America,30453127
2017,Nova Scotia,South Korea,867210
2017,Nova Scotia,Taiwan,946080
2017,Nova Scotia,United States,296762527
2017,Nunavut,Eurpoean Union,8546
2017,Nunavut,Taiwan,3629
2017,Ontario,Africa,1573705
2017,Ontario,China,82780722
2017,Ontario,Eurpoean Union,29113134
2017,Ontario,India,22370882
2017,Ontario,Japan,7991499
2017,Ontario,Middle East,5385028
2017,Ontario,Oceania,8382235
2017,Ontario,Other,13783120
2017,Ontario,South & Central America,63456526
2017,Ontario,South Korea,5730386
2017,Ontario,Taiwan,1514804
2017,Ontario,United States,4684515343
2017,Prince Edward Island,Africa,402
2017,Prince Edward Island,China,26535
2017,Prince Edward Island,Eurpoean Union,76017
2017,Prince Edward Island,Middle East,309886
2017,Prince Edward Island,Oceania,537
2017,Prince Edward Island,Other,10
2017,Prince Edward Island,South Korea,210529
2017,Prince Edward Island,United States,27496855
2017,Quebec,Africa,14991237
2017,Quebec,China,539778602
2017,Quebec,Eurpoean Union,465042141
2017,Quebec,India,222208125
2017,Quebec,Japan,23798280
2017,Quebec,Middle East,96788321
2017,Quebec,Oceania,3949682
2017,Quebec,Other,84723967
2017,Quebec,South & Central America,288559314
2017,Quebec,South Korea,109836713
2017,Quebec,Taiwan,16643365
2017,Quebec,United States,7931732070
2017,Saskatchewan,Africa,1018
2017,Saskatchewan,China,238975101
2017,Saskatchewan,Eurpoean Union,95426
2017,Saskatchewan,India,2
2017,Saskatchewan,Oceania,606
2017,Saskatchewan,Other,44146434
2017,Saskatchewan,South & Central America,37280
2017,Saskatchewan,South Korea,1586736
2017,Saskatchewan,Taiwan,15172
2017,Saskatchewan,United States,334295713
2017,Yukon,United States,272339
2018,Canada,Africa,29105266
2018,Canada,China,5943697240
2018,Canada,Eurpoean Union,1272822200
2018,Canada,India,709921159
2018,Canada,Japan,1832870689
2018,Canada,Middle East,265622197
2018,Canada,Oceania,181611653
2018,Canada,Other,1419597246
2018,Canada,South & Central America,648435522
2018,Canada,South Korea,637568947
2018,Canada,Taiwan,303161545
2018,Canada,United States,25259605925
2018,Alberta,Africa,209439
2018,Alberta,China,723463398
2018,Alberta,Eurpoean Union,29020788
2018,Alberta,India,2998119
2018,Alberta,Japan,294185916
2018,Alberta,Middle East,5753768
2018,Alberta,Oceania,13659058
2018,Alberta,Other,101548678
2018,Alberta,South & Central America,6705890
2018,Alberta,South Korea,160757724
2018,Alberta,Taiwan,42866314
2018,Alberta,United States,2766667871
2018,British Columbia,Africa,1549195
2018,British Columbia,China,4083971207
2018,British Columbia,Eurpoean Union,560451993
2018,British Columbia,India,223091498
2018,British Columbia,Japan,1505196772
2018,British Columbia,Middle East,45565441
2018,British Columbia,Oceania,130364749
2018,British Columbia,Other,847089939
2018,British Columbia,South & Central America,178178589
2018,British Columbia,South Korea,336334608
2018,British Columbia,Taiwan,221560286
2018,British Columbia,United States,6581268104
2018,Manitoba,Africa,433242
2018,Manitoba,China,30059269
2018,Manitoba,Eurpoean Union,5647286
2018,Manitoba,India,1001397
2018,Manitoba,Japan,47989
2018,Manitoba,Middle East,21693213
2018,Manitoba,Oceania,258004
2018,Manitoba,Other,7582242
2018,Manitoba,South & Central America,35619707
2018,Manitoba,South Korea,8655341
2018,Manitoba,Taiwan,39837
2018,Manitoba,United States,447829371
2018,New Brunswick,Africa,6850441
2018,New Brunswick,China,63228869
2018,New Brunswick,Eurpoean Union,20802048
2018,New Brunswick,India,123589110
2018,New Brunswick,Japan,525150
2018,New Brunswick,Middle East,11822662
2018,New Brunswick,Oceania,3154298
2018,New Brunswick,Other,162894730
2018,New Brunswick,South & Central America,18393274
